StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9_1,Q9_2,Q9_3,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11_1,Q11_2,Q11_3,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14_1,Q14_2,Q14_3,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16_1,Q16_2,Q16_3,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18_1,Q18_2,Q18_3,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20_1,Q20_2,Q20_3,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22_1,Q22_2,Q22_3,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code
2019-04-08 00:39:45,2019-04-08 00:45:13,0,198.89.106.236,100,327,1,2019-04-08 00:45:13,R_2TXCV206hvAwqxE,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,1,2,27,5,4,3,3,4,4,3,3,4,4,3,3,3,4,4,5,4,4,5,5,4,4,5,5,4,4,4,3,3,5,5,4,4,3,3,4,4,5,5,4,4,3,3,4,4,20.22,53.05,53.901,46,3,1,2,7.027,41.1,42.442,7,2,3,1,49.011,53.595,54.96,7,2,1,3,2,4.551,12.542,13.627,4,3,2,1,2.093,3.556,4.731,3,1,3,2,1.755,5.322,6.352,4,2,3,1,8.544,11.704,12.74,4,1,2,3,1.636,3.835,5.08,4,26576591
2019-04-08 00:40:24,2019-04-08 00:45:16,0,67.1.108.127,100,292,1,2019-04-08 00:45:17,R_1laySSWQa2id1e8,,,,,32.297393798828125,-110.84040069580078125,anonymous,EN,1,2,48,5,2,4,3,5,4,5,3,4,1,4,2,2,3,4,4,1,2,3,5,4,4,2,4,1,4,2,4,2,4,3,5,3,3,1,3,1,4,2,5,4,3,3,3,3,0,0,55.4,0,2,1,3,2.107,53.772,54.506,12,1,2,3,7.938,12.729,15.127,5,3,2,3,1,2.394,28.214,29.932,8,2,3,1,2.483,25.176,26.359,9,2,3,1,2.743,44.17,44.855,6,3,2,1,2.811,17.113,18.126,7,3,2,1,2.233,8.936,9.857,5,34843860
2019-04-08 00:39:46,2019-04-08 00:45:19,0,107.77.199.229,100,332,1,2019-04-08 00:45:19,R_sdoRNTBdi3pF2Lf,,,,,32.8686981201171875,-96.86260223388671875,anonymous,EN,1,1,48,2,2,5,4,5,2,5,4,2,4,4,2,2,4,4,2,2,2,2,4,2,5,1,1,2,2,4,4,4,5,2,4,4,4,2,4,2,4,4,2,2,4,4,4,1,4.893,102.151,105.059,51,3,1,2,5.142,34.364,38.235,7,1,2,3,3.938,32.339,37.04,5,3,2,3,1,1.434,23.563,25.88,5,2,1,3,1.906,17.975,19.924,5,2,3,1,7.785,10.202,13.158,4,1,2,3,13.525,19.47,23.418,4,2,3,1,11.977,14.018,16.776,4,31647643
2019-04-08 00:39:54,2019-04-08 00:45:22,0,173.171.72.251,100,327,1,2019-04-08 00:45:22,R_3313FbvQxvDQ6C5,,,,,28.017303466796875,-82.74610137939453125,anonymous,EN,1,2,24,5,5,4,5,1,5,1,5,4,5,5,5,1,5,1,5,5,5,4,1,5,1,5,2,5,5,1,5,5,1,5,1,5,5,5,5,5,1,5,1,5,2,5,1,4,2.483,115.597,116.25,46,2,3,1,18.274,28.741,40.318,5,3,1,2,17.744,22.383,23.045,5,3,3,1,2,21.068,22.21,23.064,3,3,2,1,27.876,29.783,32.017,3,2,1,3,15.309,16.979,19.191,3,2,3,1,11.133,13.369,14.926,3,1,3,2,11.763,25.309,26.175,4,38791189
2019-04-08 00:39:56,2019-04-08 00:45:30,0,45.61.48.124,100,333,1,2019-04-08 00:45:30,R_3EuwRR2HGY462Ns,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,1,23,5,5,2,3,5,4,4,4,4,5,3,3,4,4,5,5,4,4,4,5,4,4,5,3,1,4,4,4,3,4,4,5,4,3,4,4,3,4,4,5,4,3,4,5,3,2.224,81.138,83.456,49,1,3,2,20.585,37.298,38.34,6,3,1,2,8.766,24.925,25.892,3,3,2,3,,25.064,40.295,42.032,8,3,2,1,6.668,15.196,17.883,3,1,3,2,8.912,15.83,16.801,3,,,3,18.975,28.204,29.475,3,1,3,,23.718,37.197,38.089,5,79427959
2019-04-08 00:40:27,2019-04-08 00:45:37,0,196.16.111.58,100,309,1,2019-04-08 00:45:38,R_2E5HavC8lmgHjxn,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,39,5,2,3,5,3,4,3,2,1,4,2,5,5,1,2,3,4,3,2,4,4,3,4,1,4,3,4,2,4,5,4,3,4,2,3,4,1,2,3,4,4,5,4,4,4,7.185,107.552,108.628,48,2,1,3,8.828,15.3,18.434,6,3,1,2,12.53,20.546,22.275,3,2,1,3,2,13.562,15.913,18.557,4,2,3,1,5.037,15.093,15.859,5,3,1,2,5.557,12.093,12.857,10,1,2,3,42.92,43.976,44.812,3,3,2,1,2.25,4.138,6.094,4,65852617
2019-04-08 00:39:41,2019-04-08 00:45:48,0,73.176.13.78,100,367,1,2019-04-08 00:45:49,R_xEhUxdxWTM7MhTr,,,,,41.4922027587890625,-87.46050262451171875,anonymous,EN,1,2,36,5,2,4,4,2,2,4,3,2,4,4,2,4,5,2,2,2,2,2,3,4,4,4,2,4,2,3,4,4,4,2,4,2,4,4,4,2,4,4,2,2,4,3,2,3,3.563,108.354,109.086,49,2,1,3,39.679,44.589,47.707,3,3,2,1,4.75,70.686,72.178,8,3,1,2,3,11.376,13.201,14.733,4,2,1,3,16.219,25.876,27.73,4,3,1,2,16.65,24.409,25.718,3,1,3,2,10.511,11.615,13.308,3,2,3,1,11.549,13.029,14.41,3,55168873
2019-04-08 00:40:56,2019-04-08 00:45:58,0,212.103.49.115,100,302,1,2019-04-08 00:45:59,R_2SH9oxOCcgKYvHU,,,,,34.054901123046875,-118.2577972412109375,anonymous,EN,1,2,36,2,5,4,4,4,4,5,4,3,4,4,4,3,4,4,5,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,5,4,8.15,112.091,114.875,47,2,1,3,18.145,46.093,47.526,16,3,2,1,3.118,7.926,9.015,5,2,1,3,2,3.341,4.853,5.981,3,2,1,3,7.82,10.732,11.909,3,1,3,2,5.915,8.835,9.846,3,2,1,3,2.661,4.061,5.429,3,2,1,3,2.374,4.247,5.191,3,85926513
2019-04-08 00:40:19,2019-04-08 00:46:13,0,209.182.217.48,100,353,1,2019-04-08 00:46:13,R_27keh8rm3K7MEnB,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,1,22,5,5,3,5,4,3,4,4,3,5,4,5,3,5,4,5,4,5,3,1,3,4,3,2,3,3,4,5,4,5,3,2,3,4,3,4,4,4,3,4,4,3,4,4,4,2.431,81.209,82.042,51,1,3,2,8.321,39.811,42.184,3,,2,3,24.614,27.62,29.92,3,3,3,1,2,25.123,35.551,38.009,9,3,2,1,6.192,39.858,60.96,8,1,2,3,6.005,10.2,10.362,4,1,3,2,7.155,13.628,15.358,4,1,2,3,10.721,15.104,16.537,3,82309260
2019-04-08 00:39:35,2019-04-08 00:46:37,0,124.97.56.124,100,421,1,2019-04-08 00:46:37,R_DdCQf5fFFv62Nih,,,,,35.1475982666015625,136.8966064453125,anonymous,EN,1,1,26,5,1,5,1,5,4,5,3,3,1,5,1,1,1,5,3,1,2,3,5,5,5,1,5,1,1,1,5,1,5,4,5,1,1,1,5,1,5,1,5,1,5,1,5,5,3.054,200.758,201.308,53,1,3,2,9.642,33.958,35.207,9,1,3,2,2,29.843,30.389,9,3,3,2,1,1.633,26.991,27.628,13,1,2,3,2.781,48.469,49.116,5,1,3,2,5.392,10.393,10.809,6,3,1,2,7.582,10.358,10.855,3,3,2,1,21.156,24.491,25.249,6,55250027
2019-04-08 00:40:09,2019-04-08 00:46:38,0,107.175.1.78,100,388,1,2019-04-08 00:46:39,R_sifx18iif3zoUI9,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,1,1,24,5,5,5,5,1,4,5,5,2,5,4,5,4,5,2,4,4,5,2,1,4,4,4,4,2,4,4,4,5,5,4,2,4,4,4,4,5,1,4,2,4,4,5,4,4,4.181,107.352,107.875,50,1,3,2,7.773,38.445,39.787,7,1,3,2,13.094,33.235,35.477,11,3,1,2,3,12.369,14.882,17.1,3,2,1,3,6.643,20.595,22.21,4,1,3,2,16.853,19.005,20.682,3,1,2,3,5.818,12.628,13.718,5,3,2,1,9.227,12.6,13.773,4,64940067
2019-04-08 00:41:36,2019-04-08 00:46:44,0,73.189.180.66,100,308,1,2019-04-08 00:46:45,R_3dQuknBLyExz1yf,,,,,37.3303985595703125,-121.7913055419921875,anonymous,EN,1,2,35,5,2,4,5,1,4,4,3,2,5,5,2,1,5,4,3,2,1,1,1,4,4,1,1,5,4,4,5,5,1,5,4,2,4,5,1,2,5,4,1,4,2,4,1,3,101.037,101.037,127.849,1,2,1,3,30.206,36.356,42.165,4,2,1,3,10.745,14.639,15.615,8,3,2,3,1,22.844,28.655,33.626,4,2,3,1,11.308,19.7,22.692,7,2,1,3,7.143,10.282,12.102,4,2,1,3,11.31,12.917,14.836,3,1,2,3,13.3,17.305,19.06,7,61775401
2019-04-08 00:44:03,2019-04-08 00:46:46,0,196.19.157.160,100,162,1,2019-04-08 00:46:47,R_2BfUk4a1G0hQIBW,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,1,1,28,6,4,3,4,5,4,5,5,3,4,5,4,5,4,5,3,4,5,4,5,4,5,4,3,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,4,5,4,3,4,5,27.446,57.613,58.497,49,3,2,1,1.405,8.822,10.112,16,1,2,3,5.037,7.146,8.034,4,3,3,1,2,1.638,7.66,8.697,10,3,1,2,1.548,2.933,3.804,3,3,1,2,1.795,6.227,7.04,6,1,3,2,1.608,3.959,4.751,4,3,1,2,1.903,3.678,4.4,3,53561781
2019-04-08 00:40:18,2019-04-08 00:46:49,0,104.194.218.205,100,391,1,2019-04-08 00:46:50,R_cClpluedLdjSn3H,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,1,1,35,6,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,5,4,3,4,5,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,5,4,3,4,31.769,123.63,129.896,44,3,2,1,55.752,58.775,61.984,4,1,3,2,31.424,34.215,36.336,6,3,1,2,3,5.273,6.218,8.621,3,2,3,1,2.865,3.696,6.413,3,1,2,3,1.133,2.829,5.176,4,2,1,3,1.989,3.773,4.753,3,2,1,3,1.754,3.311,4.62,3,88602522
2019-04-08 00:40:29,2019-04-08 00:46:51,0,50.117.102.118,100,382,1,2019-04-08 00:46:52,R_3nufRlQVZwN3ya7,,,,,33.766998291015625,-118.18920135498046875,anonymous,EN,1,2,32,3,5,4,3,3,3,5,5,4,5,5,4,5,2,3,3,5,4,5,4,3,4,5,4,4,5,3,4,5,4,4,5,3,4,5,4,4,5,5,4,3,5,5,4,4,10.192,59.558,61.461,51,1,3,2,50.414,58.043,59.359,3,2,1,3,29.548,61.039,62.419,7,2,2,3,1,18.633,21.218,22.806,3,1,3,2,7.202,11.332,12.529,3,3,1,2,3.701,5.67,6.854,4,3,1,2,6.683,11.8,13.075,3,3,1,2,2.592,3.757,4.882,3,85760600
2019-04-08 00:40:37,2019-04-08 00:46:52,0,171.7.84.3,100,374,1,2019-04-08 00:46:52,R_aXjlFjooVAJSNbj,,,,,13.7593994140625,100.4888916015625,anonymous,EN,1,1,26,3,5,2,5,1,5,2,5,1,5,5,5,1,5,4,5,5,5,2,1,5,1,4,1,5,5,5,1,5,1,5,1,5,5,5,3,5,1,5,1,5,3,4,1,5,11.112,118.983,119.972,52,2,1,3,1.507,46.98,51.236,7,3,1,2,20.016,29.599,30.961,7,4,1,3,2,21.129,34.357,35.215,4,1,3,2,4.375,5.759,7.039,3,2,1,3,3.691,6.776,7.657,3,2,3,1,4.359,10.992,11.966,4,3,2,1,4.986,6.538,7.339,3,58545223
2019-04-08 00:41:25,2019-04-08 00:46:53,0,182.18.229.85,100,328,1,2019-04-08 00:46:54,R_3FVfTdUI3WSSHdR,,,,,14.600006103515625,121.033294677734375,anonymous,EN,1,2,39,3,2,2,5,1,2,4,5,2,5,5,3,1,5,2,2,3,5,3,2,2,5,4,3,5,2,1,1,4,2,2,5,5,4,5,2,2,1,4,1,3,4,4,2,1,4.678,89.073,90.26,46,3,1,2,31.945,33.376,34.821,3,1,3,2,48.35,56.942,58.346,4,3,1,3,2,25.828,28.827,34.178,3,2,1,3,16.207,18.086,18.848,3,2,3,1,23.642,25.557,26.294,3,3,1,2,7.224,12.825,13.707,3,3,1,2,16.063,19.19,20.081,3,46008691
2019-04-08 00:41:13,2019-04-08 00:46:55,0,172.91.86.202,100,342,1,2019-04-08 00:46:56,R_1EcZJBvSXMC8QKo,,,,,34.0446929931640625,-118.448699951171875,anonymous,EN,1,2,24,3,1,2,2,1,1,5,4,4,5,2,1,1,2,4,1,1,5,4,4,4,5,4,4,5,1,1,1,2,1,1,5,5,2,4,5,1,1,2,5,2,5,4,5,1,2.935,88.457,89.276,44,2,3,1,5.771,83.38,85.352,6,3,2,1,19.923,22.373,23.172,5,3,2,1,3,1.373,25.968,26.702,4,1,2,3,19.608,23.334,24.075,3,3,1,2,11.883,13.674,14.527,4,1,3,2,10.479,14.48,15.724,3,1,3,2,11.515,15.248,16.069,4,91969269
2019-04-08 00:40:58,2019-04-08 00:46:58,0,196.16.111.160,100,360,1,2019-04-08 00:46:58,R_2qCc1mnPfErktnz,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,27,5,4,3,3,4,3,4,4,4,4,3,3,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,3,4,4,3,4,3,2,3,3,3,3,4,3,3,3,3,4,2.284,52.07,53.522,48,1,3,2,37.596,49.909,53.081,4,3,2,1,29.048,39.704,44.282,4,3,3,2,1,9.943,24.935,27.08,5,3,2,1,31.185,35.665,37.168,3,3,2,1,24.496,34.145,35.131,3,1,2,3,27.648,30.993,31.546,4,1,3,2,15.991,23.927,24.83,3,15526430
2019-04-08 00:40:28,2019-04-08 00:47:14,0,47.227.122.222,100,405,1,2019-04-08 00:47:14,R_3mgiYolTizk89t1,,,,,39.7436065673828125,-86.1157989501953125,anonymous,EN,1,1,47,3,4,1,1,3,3,3,5,4,4,4,2,1,4,3,4,4,5,4,3,4,2,4,4,4,3,3,2,2,4,4,3,5,3,4,2,4,3,3,3,4,4,4,4,3,6.261,137.164,142.804,47,3,1,2,33.957,50.603,51.585,3,1,2,3,45.842,49.798,50.654,3,3,3,2,1,22.666,30.753,31.873,3,2,1,3,27.775,31.295,32.235,3,2,3,1,11.952,18,19.256,3,2,1,3,11.029,15.737,16.818,3,2,3,1,13.287,15.471,16.324,3,87084962
2019-04-08 00:40:19,2019-04-08 00:47:16,0,73.230.218.46,100,416,1,2019-04-08 00:47:16,R_PtXzMNhk2OcPCut,,,,,40.25970458984375,-76.85939788818359375,anonymous,EN,1,2,22,2,4,2,4,1,2,5,4,4,3,4,4,2,5,2,4,5,5,2,4,4,2,4,2,4,2,3,2,4,4,2,4,4,4,5,5,2,2,4,2,4,3,4,2,2,77.716,205.509,206.359,5,1,2,3,9.689,26.28,27.201,7,1,3,2,23.336,36.708,37.679,6,4,2,1,3,13.625,26.496,27.631,6,1,2,3,5.957,14.037,14.832,4,1,2,3,7.53,10.669,12.213,6,2,1,3,10.8,13.364,15.58,4,3,1,2,7.213,10.514,11.378,4,52638048
2019-04-08 00:41:10,2019-04-08 00:47:21,0,104.237.80.80,100,370,1,2019-04-08 00:47:21,R_sRVB7i29AUAvqlr,,,,,32.790802001953125,-96.8336029052734375,anonymous,EN,1,2,40,7,4,5,4,3,4,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,5,3,4,4,5,4,3,4,5,4,3,4,5,4,3,1.4,60.412,61.841,44,1,2,3,14.536,15.743,21.701,3,1,2,3,17.135,17.998,169.349,3,3,2,3,1,1.303,2.04,3.67,3,3,1,2,1.845,3.477,4.474,4,1,2,3,1.455,2.749,3.865,3,2,3,1,1.32,1.901,3.053,3,2,1,3,1.196,1.972,3.358,3,46091443
2019-04-08 00:40:08,2019-04-08 00:47:22,0,138.43.132.196,100,434,1,2019-04-08 00:47:22,R_3ixlp8FQE3TxHmC,,,,,36.5052947998046875,-84.529296875,anonymous,EN,1,2,24,2,2,1,5,3,3,4,4,2,2,4,2,1,5,4,4,3,4,2,3,4,4,4,2,4,4,4,1,5,2,2,4,4,4,4,5,2,3,4,4,4,3,4,2,3,4.832,144.554,145.883,125,3,1,2,17.342,39.886,44.992,8,1,3,2,14.674,39,42.227,10,3,2,3,1,11.32,24.152,26.739,10,3,2,1,10.567,44.85,45.609,18,2,3,1,12.811,18.539,19.138,7,3,1,2,11.037,20.746,24.916,9,2,3,1,18.905,21.823,22.433,7,41593436
2019-04-08 00:40:58,2019-04-08 00:47:23,0,71.11.69.167,100,385,1,2019-04-08 00:47:24,R_3KW3QDo8vbX0CgP,,,,,43.2151031494140625,-124.198394775390625,anonymous,EN,1,2,33,3,4,4,4,2,5,2,2,3,2,4,2,1,4,3,4,3,4,4,3,5,3,3,2,2,4,4,3,4,4,4,4,4,4,3,3,4,2,4,2,3,1,4,2,4,5.949,134.914,135.853,49,1,3,2,18.411,21.758,23.78,3,3,1,2,22.19,43.132,44.773,5,3,1,2,3,13.233,33.63,58.287,7,2,1,3,20.983,25.821,27.285,3,2,1,3,11.459,16.64,17.866,3,2,1,3,8.926,13.848,16.422,4,2,3,1,13.705,18.296,19.981,5,30117829
2019-04-08 00:41:19,2019-04-08 00:47:34,0,70.95.112.26,100,375,1,2019-04-08 00:47:34,R_2VL93gTJkqXQrEl,,,,,32.820098876953125,-117.098602294921875,anonymous,EN,1,1,36,3,5,4,4,4,4,4,5,4,2,5,2,1,4,5,4,4,5,5,5,4,4,1,4,2,4,1,2,2,4,5,4,5,2,2,4,2,1,2,5,5,1,2,4,5,3.762,113.958,115.052,48,2,1,3,30.001,58.58,59.724,6,1,3,2,25.225,30.957,32.612,4,3,1,3,2,24.447,27.821,29.549,3,2,3,1,33.075,38.676,40.443,3,1,2,3,17.33,23.539,24.632,3,1,3,2,13.96,16.918,18.784,3,3,1,2,8.985,18.85,22.287,4,73183848
2019-04-08 00:40:28,2019-04-08 00:47:41,0,196.18.226.170,100,432,1,2019-04-08 00:47:41,R_XIfd57evl7gQrMl,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,1,2,29,6,4,2,4,2,4,4,4,2,4,4,4,3,4,2,4,4,4,2,2,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,2,4,4.496,111.865,113.423,49,1,2,3,20.971,59.546,67.295,8,1,2,3,15.787,20.524,21.966,4,4,1,2,3,52.261,62.693,64.8,4,3,2,1,34.273,36.264,44.467,3,1,2,3,7.345,17.793,19.315,4,1,2,3,11.521,14.033,14.814,4,2,1,3,3.681,6.513,8.065,4,60031531
2019-04-08 00:41:23,2019-04-08 00:48:07,0,23.236.128.170,100,404,1,2019-04-08 00:48:08,R_1n6DmqWAEWy2lHZ,,,,,30.2884063720703125,-81.63610076904296875,anonymous,EN,1,1,35,5,5,3,5,1,4,2,3,1,3,4,5,2,5,4,3,4,5,1,2,5,3,5,2,4,5,5,1,3,1,5,2,4,5,3,5,5,4,5,4,5,1,5,3,4,2.398,103.68,104.635,49,2,3,1,19.566,39.638,40.987,5,1,3,2,15.903,21.071,25.083,4,3,3,2,1,44.276,50.34,52.472,5,3,1,2,19.749,27.605,31.311,4,2,3,1,16.137,29.826,30.751,5,2,1,3,18.668,26.509,30.535,3,1,2,3,16.909,24.534,26.125,3,33233961
2019-04-08 00:40:50,2019-04-08 00:48:16,0,196.17.251.64,100,446,1,2019-04-08 00:48:16,R_33yijQuNJyhp3Ot,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,1,1,28,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,2.946,79.027,80.401,59,1,2,3,21.922,89.246,90.694,16,3,1,2,22.723,33.61,34.883,5,3,3,1,2,14.568,21.113,22.22,4,3,1,2,47.273,52.333,53.59,4,3,2,1,21.922,29.072,31.039,4,1,2,3,8.464,10.532,12.307,3,1,3,2,3.443,6.604,7.633,4,73399782
2019-04-08 00:40:43,2019-04-08 00:48:21,0,196.18.226.241,100,457,1,2019-04-08 00:48:21,R_b92TcdNpEFYKVEt,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,1,2,30,5,4,3,3,2,3,3,4,4,4,3,2,4,4,4,2,3,4,2,4,3,4,4,4,2,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,5,2,3.475,116.099,116.516,55,2,3,1,49.297,89.641,90.554,19,3,1,2,14.026,25.761,26.949,3,5,2,1,3,40.18,50.532,51.362,3,3,2,1,13.044,18.229,18.969,5,3,2,1,10.271,15.838,17.381,4,2,1,3,7.189,16.051,17.084,6,2,3,1,7.908,9.917,12.629,4,79703096
2019-04-08 00:42:43,2019-04-08 00:48:37,0,196.19.159.166,100,353,1,2019-04-08 00:48:37,R_1hKh33elREq0oYN,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,1,1,28,6,4,1,4,1,4,4,5,1,4,1,4,1,5,1,1,4,5,1,1,5,1,4,1,5,4,5,4,5,1,1,2,4,5,4,4,2,1,4,1,4,1,4,1,2,1.678,104.379,106.655,50,1,3,2,29.712,32.024,33.16,5,1,2,3,22.47,43.249,44.375,9,3,1,2,3,40.818,42.331,43.192,3,2,3,1,22.565,24.389,27.111,4,1,3,2,6.262,7.672,8.637,3,3,2,1,13.983,15.759,16.479,3,3,1,2,10.656,11.566,12.429,3,36140368
2019-04-08 00:43:42,2019-04-08 00:48:45,0,99.34.232.170,100,302,1,2019-04-08 00:48:45,R_3OoJsH77tCiYFoU,,,,,35.8450927734375,-86.4900970458984375,anonymous,EN,1,1,39,5,3,5,3,4,5,4,5,4,5,4,5,4,3,5,2,4,3,3,4,3,5,4,3,5,4,3,4,3,5,4,3,5,2,3,4,3,5,4,3,5,4,5,4,3,7.701,102.488,111.293,49,2,1,3,12.553,37.433,38.506,8,,2,3,9.759,18.056,20.253,5,4,3,2,1,3.514,15.232,16.911,10,1,3,2,1.631,3.233,5.547,3,3,1,2,2.373,17.587,19.433,8,1,2,3,1.543,5.87,7.202,4,1,3,2,1.663,6.851,9.244,4,80015124
2019-04-08 00:39:53,2019-04-08 00:48:48,0,174.204.11.56,100,534,1,2019-04-08 00:48:48,R_12cllIdwgG0EU5k,,,,,38.83380126953125,-76.9994964599609375,anonymous,EN,1,1,47,4,4,2,5,2,4,1,4,2,4,4,4,1,5,5,4,3,4,1,4,4,2,2,1,4,4,3,2,5,2,4,1,4,5,4,1,4,1,5,3,4,1,3,4,3,6.726,203.068,204.285,49,3,1,2,22.873,86.58,89.358,6,1,2,3,28.597,31.369,34.43,4,3,1,2,3,5.835,42.753,46.761,4,1,3,2,29.571,36.111,39.202,4,1,2,3,15.166,18.884,20.318,3,2,1,3,15.921,20.904,22.579,3,1,3,2,15.052,20.672,23.368,4,46702100
2019-04-08 00:39:36,2019-04-08 00:48:52,0,64.188.178.126,100,555,1,2019-04-08 00:48:53,R_3hFKLeeD5LLyuim,,,,,43.1392059326171875,-115.69629669189453125,anonymous,EN,1,2,32,3,2,2,5,3,4,4,4,2,5,4,3,2,4,2,3,2,4,1,1,3,4,4,3,5,4,4,3,4,2,5,4,4,5,5,2,3,3,4,1,4,2,4,3,4,3.578,114.154,115.367,45,1,3,2,28.942,33.398,43.297,3,3,2,1,128.009,148.04,149.914,5,3,3,1,2,14.295,24.765,28.76,3,1,2,3,32.584,35.238,36.496,3,2,3,1,11.794,14.143,15.095,3,3,2,1,11.961,22.251,23.98,3,2,3,1,12.167,13.469,14.641,3,31151338
2019-04-08 00:40:09,2019-04-08 00:49:01,0,49.150.241.59,100,531,1,2019-04-08 00:49:01,R_1E4XVmAZZ883n0m,,,,,16.4163970947265625,120.593109130859375,anonymous,EN,1,1,32,5,4,3,4,2,3,2,3,3,3,4,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,4,4,3,2,4,4,4,3,4,3,3,4,4,3,3,3,3,3.857,177.229,179.036,49,1,2,3,50.623,59.971,65.004,4,1,2,3,39.797,43.147,45.034,3,3,3,1,2,18.581,26.642,30.745,3,3,1,2,26.228,35.091,36.801,4,2,1,3,33.796,40.138,41.694,3,1,2,3,7.883,18.3,20.187,6,2,3,1,5.635,10.193,12.874,3,71238911
2019-04-08 00:41:35,2019-04-08 00:49:02,0,107.172.39.23,100,447,1,2019-04-08 00:49:03,R_2COD2z8gtAPRGDM,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,1,2,35,6,4,4,5,4,4,3,4,5,4,4,5,4,4,4,5,4,3,3,4,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5,5,4,4,4,5,4,4,5,4,2.623,48.912,50.037,49,2,3,1,17.344,26.703,27.839,8,1,2,3,2.443,4.679,5.825,4,4,1,3,2,5.671,7.021,8.501,3,3,2,1,2.752,4.312,5.964,3,1,2,3,6.499,7.647,9.369,3,2,3,1,2.803,4.046,5.578,3,1,2,3,1.774,2.918,4.973,3,50011368
2019-04-08 00:41:38,2019-04-08 00:49:08,0,104.200.38.73,100,449,1,2019-04-08 00:49:08,R_2dj7zS1QE3fjJN8,,,,,35.6699066162109375,-97.46469879150390625,anonymous,EN,1,2,28,5,4,5,3,4,4,5,3,3,4,4,5,2,4,4,2,3,4,4,5,4,3,4,4,5,3,3,4,5,3,3,4,5,4,3,4,5,4,3,4,5,5,4,3,4,1.774,38.002,39.115,49,1,3,2,6.772,87.124,88.393,10,3,2,1,9.059,60.629,62.065,5,3,1,3,2,5.124,124.302,127.953,11,1,3,2,4.395,38.419,39.072,16,3,2,1,8.848,12.929,14.267,5,1,3,2,7.691,13.149,14.473,4,1,2,3,5.525,7.326,8.45,3,87685788
