,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Gender,Age,Education,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code,rational_position,irrational_position
37,2019-01-13 06:06:17,2019-01-13 06:14:40,0,104.237.144.56,100,502,1,2019-01-13 06:14:40,R_1rDmSHFVmv7SeLZ,,,,,40.7357025146484375,-74.17240142822265625,anonymous,EN,1,1,25,5,5,2,5,4,5,5,5,5,2,5,5,4,5,5,5,5,5,1,5,5,5,5,4,5,4,4,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2.963,86.151,87.535,44,ci,60.73,60.73,62.915,1,r,17.832,17.832,21.774,1,2,r,31.761,32.224,33.919,2,r,26.607,26.607,28.743,1,di,8.299,11.253,14.07,2,di,11.026,11.026,13.364,1,di,7.9,7.9,12.231,1,11954258,l,r
0,2019-01-13 04:56:05,2019-01-13 05:00:54,0,24.59.191.225,100,288,1,2019-01-13 05:00:54,R_4MCPpkE7TAfvcTD,,,,,43.0861968994140625,-75.6508026123046875,anonymous,EN,1,1,52,3,2,2,4,1,4,4,5,1,4,4,3,1,5,1,4,3,4,1,1,1,4,3,1,5,4,3,1,5,1,4,4,5,4,4,3,3,1,5,2,4,2,4,1,3,3.585,108.583,112.093,45,r,44.449,44.449,45.207,1,r,13.964,13.964,15.129,1,2,r,26.454,26.454,27.407,1,r,13.206,13.206,16.219,1,r,8.532,8.532,12.449,1,r,8.175,8.175,9.196,1,r,8.59,8.59,10.433,1,81481346,r,l
1,2019-01-13 04:56:04,2019-01-13 05:01:17,0,138.75.69.205,100,312,1,2019-01-13 05:01:18,R_3M9A8vqmAkQzN7B,,,,,1.2931060791015625,103.855804443359375,anonymous,EN,1,2,33,5,4,4,2,4,5,2,3,2,3,4,3,5,1,2,5,4,1,4,4,1,5,4,5,1,1,1,1,5,2,5,1,4,2,4,2,5,2,3,3,4,1,2,3,3,0,0,8.981,0,r,2.774,3.333,3.806,2,r,1.461,1.932,4.936,2,2,dh,0,0,1.686,0,r,0,0,2.606,0,r,0,0,2.339,0,r,0,0,2.577,0,r,0,0,2.636,0,76218099,r,l
2,2019-01-13 04:56:25,2019-01-13 05:03:40,0,24.243.244.130,100,434,1,2019-01-13 05:03:40,R_3fl1zVelDIr5rwG,,,,,31.2028961181640625,-97.9300994873046875,anonymous,EN,1,1,61,2,2,1,5,1,3,4,4,1,5,3,2,1,5,1,1,2,5,1,1,2,4,4,1,5,1,1,1,5,1,3,3,5,5,5,4,2,1,5,1,2,3,4,2,1,5.642,126.362,135.001,46,r,38.082,38.082,40.151,1,r,32.213,32.213,34.872,1,2,r,37.58,37.58,40.272,1,r,30.088,30.088,32.543,1,r,31.04,31.04,33.006,1,dh,34.534,34.534,36.238,1,r,22.549,22.549,23.346,1,72482839,r,l
3,2019-01-13 04:57:40,2019-01-13 05:04:06,0,100.0.240.12,100,385,1,2019-01-13 05:04:06,R_2SlFRTIHcdN0Xb7,,,,,42.41729736328125,-71.10870361328125,anonymous,EN,1,2,55,8,4,4,5,2,4,4,4,1,4,4,4,1,5,4,4,4,5,1,4,4,4,4,1,4,4,4,1,5,2,5,4,5,5,4,5,2,1,5,4,4,1,4,1,4,5.115,122.979,124.38,52,ch,15.641,57.445,59.532,3,r,9.466,24.122,25.739,3,2,r,8.959,25.463,32.693,2,ch,12.908,26.012,27.854,2,r,6.795,12.895,32.175,3,r,11.6,27.332,30.26,3,r,4.453,7.162,9.496,2,11827793,r,l
4,2019-01-13 04:56:16,2019-01-13 05:04:15,0,184.220.50.35,100,478,1,2019-01-13 05:04:15,R_2cvVsEnFXkZ347O,,,,,35.0178070068359375,-80.537200927734375,anonymous,EN,1,1,43,5,4,1,5,1,4,3,5,1,5,5,4,1,5,1,5,5,5,1,2,4,2,5,1,4,3,4,1,5,1,4,1,5,5,4,3,5,1,4,1,5,3,5,1,3,7.947,126.931,130.215,44,ch,63.253,63.253,66.183,1,r,49.344,49.344,50.612,1,2,r,46.171,46.171,47.998,1,ch,40.539,40.539,46.364,1,dh,14.39,14.39,19.319,1,r,32.731,32.731,36.416,1,r,22.82,22.82,28.317,1,18816636,r,l
5,2019-01-13 04:56:22,2019-01-13 05:05:13,0,71.232.227.212,100,530,1,2019-01-13 05:05:13,R_24xnJ5S1luSmIVP,,,,,41.7113037109375,-70.47750091552734375,anonymous,EN,1,2,43,6,1,2,4,3,4,5,3,3,3,4,2,1,4,3,4,2,5,4,2,3,5,4,2,4,4,1,3,4,2,5,5,4,3,3,2,1,2,3,3,4,1,3,1,4,3.052,149.642,153.048,47,r,35.468,37.636,43.853,2,r,40.809,40.809,44.298,1,2,r,47.75,47.75,49.84,1,r,26.564,27.845,43.824,2,r,21.132,21.132,32.19,1,dh,25.283,34.836,40.444,4,r,19.627,19.627,26.213,1,84726082,r,l
6,2019-01-13 04:56:17,2019-01-13 05:05:29,0,23.94.41.111,100,552,1,2019-01-13 05:05:29,R_1rvk3Q8JmYb5Q2g,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,1,1,22,2,4,3,5,1,5,5,5,2,5,5,5,1,5,2,5,5,5,1,1,5,5,5,2,2,5,5,1,1,2,3,3,4,5,5,5,5,1,5,1,5,5,5,3,4,3.205,173.895,177.46,50,r,24.862,93.277,94.923,3,r,46.094,46.094,49.645,1,2,dh,41.539,41.539,43.262,1,r,33.453,33.453,34.891,1,dh,26.234,26.234,27.828,1,dh,19.314,19.314,21.996,1,r,10.517,12.156,15.856,2,32176486,r,l
7,2019-01-13 05:00:51,2019-01-13 05:06:08,0,172.101.166.104,100,316,1,2019-01-13 05:06:08,R_3stTs970WKDI8YS,,,,,43.1685028076171875,-77.68450164794921875,anonymous,EN,1,1,28,4,5,5,4,4,4,4,2,3,4,5,3,2,4,5,4,2,5,4,4,5,2,5,5,5,2,4,5,4,4,5,4,4,2,4,5,2,5,2,4,3,5,5,2,4,1.438,56.979,57.711,131,r,3.032,27.358,27.405,10,r,3.212,12.049,13.411,10,2,r,3.961,17.937,18.006,7,ch,2.443,9.094,9.556,6,r,1.479,10.667,11.638,6,dh,2.374,9.741,10.665,8,r,3.265,11.285,11.336,8,28695239,r,l
8,2019-01-13 05:06:42,2019-01-13 05:09:31,0,45.47.32.189,100,168,1,2019-01-13 05:09:31,R_3fxxn6R2snBTiMv,,,,,43.152801513671875,-76.22350311279296875,anonymous,EN,1,2,34,5,4,2,3,1,2,4,2,2,2,3,3,4,4,2,3,2,3,2,3,1,3,2,2,4,3,2,1,2,3,3,3,2,4,3,2,3,4,3,4,3,3,2,2,3,1.202,41.232,48.57,109,r,1.699,1.6,7.013,2,r,12.761,15.6,18.893,8,2,dh,12.448,14.724,15.276,5,r,13.54,15.155,16.074,4,r,6.781,8.321,8.955,4,dh,11.621,13.807,14.638,8,r,9.616,9.633,12.69,2,43242828,r,l
9,2019-01-13 05:01:44,2019-01-13 05:09:32,0,71.58.235.231,100,467,1,2019-01-13 05:09:32,R_2EoEAv31AIbXAuj,,,,,41.349395751953125,-75.9833984375,anonymous,EN,1,2,36,2,1,2,5,1,4,5,4,2,3,5,2,1,5,4,5,2,5,1,4,4,5,4,2,2,5,1,2,5,2,4,5,4,5,2,4,1,2,2,4,5,2,1,1,3,3.01,137.458,138.273,54,r,44.574,66.022,75.21,5,ch,16.128,25.73,28.052,2,2,r,10.18,50.39,52.871,6,r,5.043,32.029,33.755,5,r,11.828,11.828,14.534,1,dh,40.593,40.593,48.001,1,r,4.151,15.037,20.932,2,83498828,r,l
10,2019-01-13 05:01:12,2019-01-13 05:09:35,0,68.33.93.167,100,502,1,2019-01-13 05:09:35,R_VOuUVpOZWaeLPe9,,,,,39.3446044921875,-76.6793975830078125,anonymous,EN,1,2,42,3,4,1,5,3,4,4,4,2,5,5,4,1,5,3,4,4,4,3,3,4,4,4,3,4,4,3,3,4,2,4,3,5,5,5,3,4,1,4,3,5,3,4,4,2,4.644,134.441,136.113,115,ch,36.36,74.458,74.901,8,ch,26.002,43.614,44.219,8,2,r,9.049,29.114,31.92,5,r,19.427,35.754,36.39,5,dh,9.511,40.79,41.499,5,r,15.38,35.313,35.954,5,r,7.827,19.024,19.565,6,31082453,r,l
11,2019-01-13 05:30:39,2019-01-13 05:35:16,0,172.92.152.254,100,276,1,2019-01-13 05:35:16,R_1HnUuHj6Eaw2Z42,,,,,47.67010498046875,-122.3762969970703125,anonymous,EN,1,2,24,5,4,1,4,1,4,3,4,2,5,5,4,2,4,2,4,4,3,2,2,5,2,4,4,5,4,2,4,4,1,4,2,4,2,5,2,2,2,3,2,5,2,4,5,3,2.309,109.839,110.578,49,r,41.731,41.731,44.604,1,r,13.262,15.814,16.83,3,2,dh,16.723,16.723,30.849,1,r,15.687,22.83,23.176,2,r,5.154,7.331,7.915,6,r,9.724,9.724,14.792,1,dh,3.086,3.086,4.046,1,61493697,r,l
12,2019-01-13 05:30:31,2019-01-13 05:38:24,0,69.201.79.172,100,472,1,2019-01-13 05:38:24,R_1mQalgzJ4Q2KBZ8,,,,,43.08709716796875,-75.23149871826171875,anonymous,EN,1,2,33,2,1,4,4,4,2,5,4,4,4,4,2,2,4,2,4,2,4,4,4,4,5,4,4,5,4,2,4,2,2,2,5,4,4,4,4,2,1,2,4,4,4,2,4,2,4.199,107.434,108.3,47,ch,85.778,85.778,90.501,1,ch,47.279,47.279,48.852,1,2,dh,61.942,61.942,64.012,1,ch,27.662,28.842,30.374,2,dh,15.307,27.631,35.108,2,r,15.058,20.444,21.9,5,r,29.197,29.197,36.948,1,73794885,r,l
13,2019-01-13 05:39:24,2019-01-13 05:47:00,0,98.143.0.20,100,456,1,2019-01-13 05:47:00,R_2xCMczBPSqzjT2n,,,,,35.3842010498046875,-85.3925018310546875,anonymous,EN,1,2,45,3,4,2,4,1,4,4,5,3,4,4,3,1,5,2,3,4,5,3,2,4,4,5,2,4,4,2,3,4,2,4,4,5,4,4,3,3,2,4,3,3,2,4,3,3,5.251,136.834,138.202,46,r,43.021,43.021,49.204,1,ch,34.244,34.244,39.054,1,2,dh,11.462,41.867,49,3,r,22.355,22.355,24.539,1,r,31.125,31.125,32.624,1,r,33.504,33.504,38.979,1,dh,19.357,20.425,22.316,3,57060207,r,l
14,2019-01-13 05:57:25,2019-01-13 06:01:19,0,67.240.105.230,100,234,1,2019-01-13 06:01:20,R_p0rtwPQXfe7L07T,,,,,43.311492919921875,-73.64479827880859375,anonymous,EN,1,1,27,2,4,4,5,1,5,4,5,1,5,5,5,1,5,1,5,5,5,1,1,5,4,5,1,5,5,5,1,5,1,5,4,5,5,5,5,4,1,5,1,5,1,5,1,4,3.105,64.742,65.436,47,r,29.706,33.347,35.83,4,ch,16.599,17.453,18.75,2,2,r,1.447,24.412,25.281,5,r,2.492,17.982,18.689,3,r,9.685,14.671,16.72,4,r,11.017,13.371,15.389,3,r,5.704,7.064,9.852,2,24105132,r,l
15,2019-01-13 06:00:03,2019-01-13 06:07:30,0,75.91.55.134,100,446,1,2019-01-13 06:07:30,R_1OuXU9pguPRAJrV,,,,,38.0045013427734375,-85.6887969970703125,anonymous,EN,1,2,36,3,2,3,5,1,3,4,5,2,5,4,2,1,5,1,4,4,5,2,1,4,4,5,3,5,3,1,4,5,1,4,4,5,5,5,5,2,1,5,1,4,3,3,1,1,6.882,135.78,136.744,45,ch,56.227,56.227,58.158,1,ch,12.321,12.321,13.692,1,2,r,19.302,37.984,39.085,4,r,48.372,62.636,66.401,4,r,11.685,11.685,12.744,1,dh,12.952,57.398,61.477,3,r,18.696,18.696,19.893,1,33523783,r,l
16,2019-01-13 05:44:35,2019-01-13 06:08:50,0,199.114.218.102,100,1454,1,2019-01-13 06:08:50,R_2U94O2PQ8AX9kvd,,,,,40.1092987060546875,-83.11460113525390625,anonymous,EN,1,1,21,5,1,1,4,1,4,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15.525,109.907,118.552,47,r,14.223,935.547,937.843,3,ch,35.013,35.013,37.128,1,2,r,33.983,33.983,35.449,1,r,33.514,33.514,35.461,1,r,27.098,28.943,29.877,4,dh,10.5,38.069,41.445,3,dh,21.743,22.834,24.357,3,29625162,r,l
17,2019-01-13 06:03:31,2019-01-13 06:09:28,0,64.203.217.212,100,357,1,2019-01-13 06:09:28,R_wTuIqIaBLVinK0x,,,,,32.4315948486328125,-80.6697998046875,anonymous,EN,1,1,36,4,4,1,5,1,4,4,5,3,4,5,3,1,4,3,4,5,5,2,1,4,4,5,2,4,4,5,1,4,3,4,2,5,4,4,4,4,3,5,1,4,4,5,2,4,2.509,104.631,105.37,46,r,29.915,29.915,33.932,1,r,42.161,42.161,43.877,1,2,r,32.356,32.356,35.456,1,r,21.455,21.455,22.97,1,r,22.515,22.515,26.728,1,r,29.123,29.123,30.116,1,r,11.979,11.979,13.662,1,67630075,r,l
18,2019-01-13 07:26:46,2019-01-13 07:39:58,0,73.126.19.239,100,791,1,2019-01-13 07:39:59,R_bslqopaV2i4mmIh,,,,,42.7530059814453125,-71.02700042724609375,anonymous,EN,1,2,28,5,2,4,4,4,4,5,2,3,1,5,2,2,4,5,4,2,2,3,5,4,4,4,3,1,4,2,4,4,5,4,5,4,4,1,4,2,4,4,5,4,1,4,3,4,3.137,45.74,46.853,45,r,11.896,11.896,12.266,1,r,3.488,3.488,3.991,1,2,r,8.583,21.1,21.597,2,r,4.702,12.831,13.262,2,r,14.13,79.951,80.429,3,dh,4.66,17.702,18.887,2,r,143.626,147.461,148.669,2,93231105,r,l
19,2019-01-13 04:57:49,2019-01-13 05:03:50,0,76.188.53.196,100,361,1,2019-01-13 05:03:51,R_3G95JXazDhKhbJk,,,,,41.8679046630859375,-80.79470062255859375,anonymous,EN,1,2,37,2,2,4,3,5,3,3,2,3,2,3,1,2,3,3,2,2,2,4,3,4,4,1,4,2,3,3,3,2,4,3,5,2,3,3,3,1,4,2,3,2,2,2,4,3,6.474,103.72,104.803,47,r,33.419,33.419,53.661,1,ch,33.254,33.254,38.415,1,2,r,20.168,20.168,29.941,1,ch,20.647,23.305,28.363,2,r,16.574,16.574,19.843,1,dh,16.804,17.355,18.307,2,r,10.833,10.833,14.744,1,95358259,l,r
20,2019-01-13 04:58:31,2019-01-13 05:04:21,0,24.98.124.9,100,349,1,2019-01-13 05:04:21,R_3qsafai4yXC4pYw,,,,,34.2321014404296875,-84.15799713134765625,anonymous,EN,1,1,52,5,4,2,5,2,4,3,4,1,5,4,3,2,5,3,4,3,4,1,3,3,2,5,1,5,4,4,2,5,2,5,2,4,5,5,1,4,2,5,1,4,1,4,1,5,3.564,94.04,94.701,55,ch,42.241,42.351,45.596,2,r,36.005,36.954,39.535,2,2,dh,9.239,32.449,34.44,2,r,19.834,19.834,22.18,1,r,32.425,33.516,35.641,2,r,4.222,15.227,18.58,2,r,1.563,20.94,22.162,2,74238006,l,r
21,2019-01-13 04:57:47,2019-01-13 05:04:57,0,66.188.148.246,100,429,1,2019-01-13 05:04:57,R_TcOpAmpfrt5wTaF,,,,,45.3135986328125,-93.58139801025390625,anonymous,EN,1,2,45,5,4,4,4,3,5,4,5,3,2,5,3,1,4,4,5,3,2,3,4,3,4,3,3,4,4,3,4,4,4,4,3,5,4,3,2,4,2,4,4,3,1,4,3,3,4.426,120.134,121.574,46,r,72.026,72.026,83.441,1,ch,30.576,30.576,31.303,1,2,dh,24.357,24.357,27.459,1,r,2.951,19.332,22.638,7,dh,3.793,16.552,18.055,2,dh,41.893,41.893,42.89,1,dh,19.917,19.917,21.511,1,31982987,l,r
22,2019-01-13 04:58:19,2019-01-13 05:05:00,0,97.118.128.193,100,400,1,2019-01-13 05:05:00,R_3n0BloI5eVyy7uZ,,,,,39.6255035400390625,-104.7873992919921875,anonymous,EN,1,2,32,6,1,4,5,2,2,5,5,1,4,4,3,1,5,4,4,2,5,1,2,2,5,4,2,2,3,1,1,5,2,2,5,5,5,4,2,1,1,4,3,4,4,4,3,2,3.811,124.672,125.954,49,r,1.47,38.913,41.341,2,ch,1.673,33.742,36.846,3,2,dh,1.647,34.877,36.051,2,ch,1.199,31.267,32.378,2,dh,1.184,23.912,25.158,2,r,1.563,17.808,20.489,2,r,1.122,25.46,29.04,2,32455490,l,r
23,2019-01-13 04:58:20,2019-01-13 05:05:12,0,97.113.30.211,100,412,1,2019-01-13 05:05:13,R_afPN3GKCI91UWGt,,,,,47.6114044189453125,-122.33050537109375,anonymous,EN,1,1,27,5,3,4,4,4,5,3,4,4,3,4,2,1,4,5,4,3,4,4,5,4,3,4,4,3,4,2,3,5,4,4,3,5,4,3,2,3,4,4,5,4,2,4,4,4,4.028,109.881,110.797,51,r,21.156,55.216,59.334,3,ch,44.355,45.845,49.013,2,2,dh,2.599,22.045,29.56,3,r,6.178,37.279,38.526,3,r,4.392,21.826,26.221,2,r,9.306,9.306,11.931,1,dh,2.284,15.979,22.349,3,72968842,l,r
24,2019-01-13 05:00:54,2019-01-13 05:05:19,0,97.116.23.55,100,265,1,2019-01-13 05:05:19,R_12QgGyMY1PjctBN,,,,,44.9550018310546875,-93.38289642333984375,anonymous,EN,1,1,36,3,4,1,5,1,5,4,5,4,5,5,2,1,4,1,5,4,5,5,2,5,4,5,1,5,5,5,2,5,4,5,2,5,5,5,2,4,1,5,1,5,1,5,1,5,40.875,49.246,80.539,2,r,28.395,30.33,31.673,2,r,12.306,12.94,13.938,2,2,r,22.267,22.267,24.28,1,r,26.124,26.124,27.744,1,r,12.621,12.621,13.983,1,dh,19.348,21.843,23.766,2,r,11.167,11.899,13.513,2,47649040,l,r
25,2019-01-13 04:59:40,2019-01-13 05:05:34,0,73.130.183.198,100,354,1,2019-01-13 05:05:34,R_30iYjcZwBR0zHLg,,,,,40.5670928955078125,-76.32689666748046875,anonymous,EN,1,1,67,2,1,1,4,2,2,5,5,2,5,2,4,1,5,2,2,3,5,2,5,1,5,5,1,5,2,2,1,5,1,1,5,5,5,5,5,1,1,5,3,1,4,5,2,2,11.567,96.07,97.822,44,r,39.716,39.716,41.596,1,ch,29.294,29.294,30.885,1,2,r,44.596,44.596,46.156,1,r,28.265,28.265,30.009,1,dh,27.697,27.697,28.704,1,r,15.545,15.545,17.321,1,r,17.261,17.261,19.174,1,25819149,l,r
26,2019-01-13 05:00:42,2019-01-13 05:06:06,0,67.32.182.167,100,324,1,2019-01-13 05:06:07,R_24otxqallaHIyJT,,,,,37.43670654296875,-82.80100250244140625,anonymous,EN,1,2,29,3,4,5,4,3,5,3,4,5,2,5,3,4,3,5,2,3,5,4,3,5,4,3,4,3,4,2,5,4,4,3,5,3,4,3,3,5,2,4,3,5,3,4,4,5,1.267,1.267,54.346,1,ch,2.095,48.585,50.289,6,ch,2.972,34.183,36.252,3,2,dh,16.086,52.669,53.991,5,ch,5.673,6.749,7.938,2,r,7.741,8.735,9.638,2,dh,1.432,11.451,17.296,4,dh,3.33,33.693,35.18,5,91894907,l,r
27,2019-01-13 05:02:40,2019-01-13 05:08:28,0,208.163.189.158,100,347,1,2019-01-13 05:08:28,R_2ZI8jfZ0zGwzxDe,,,,,34.9456939697265625,-92.03179931640625,anonymous,EN,1,1,35,2,4,2,5,1,2,3,4,2,2,5,4,1,5,2,3,4,4,2,4,1,2,4,1,2,1,4,2,4,4,2,1,4,4,2,1,4,4,5,1,2,2,3,1,1,44.195,135.429,137.052,107,ch,6.264,23.03,29.949,3,r,7.863,24.335,27.651,2,2,r,1.36,21.874,24.257,2,ch,1.506,37.965,39.072,4,r,1.342,16.762,18.269,2,dh,1.571,22.764,25.893,4,r,1.284,12.989,14.957,2,45472027,l,r
28,2019-01-13 04:58:25,2019-01-13 05:08:48,0,72.69.76.241,100,622,1,2019-01-13 05:08:50,R_Td7xHO01SRH7eOR,,,,,40.597900390625,-73.97429656982421875,anonymous,EN,1,2,32,5,1,4,4,4,2,5,2,2,1,3,1,2,4,4,2,1,2,2,5,2,5,2,3,2,2,1,4,4,4,3,5,2,3,2,4,1,4,3,4,3,4,3,2,2,2.311,65.64,141.928,44,r,3.846,78.902,86.283,3,r,3.31,28.91,37.723,5,2,r,3.013,34.189,64.292,3,r,2.359,35.471,36.547,3,r,18.003,18.003,40.945,1,dh,73.8,73.8,86.453,1,r,23.945,23.945,25.59,1,11238736,l,r
29,2019-01-13 04:59:49,2019-01-13 05:10:58,0,24.39.92.30,100,668,1,2019-01-13 05:10:58,R_Tot8IPDPV0FoJS9,,,,,43.0847015380859375,-76.24050140380859375,anonymous,EN,1,2,28,4,1,3,4,4,4,5,4,4,5,5,3,2,5,3,5,1,3,2,2,4,5,2,2,3,4,4,4,4,4,4,1,3,4,5,2,2,4,3,1,5,4,4,3,1,13.093,292.813,293.401,113,r,17.311,65.292,67.523,4,r,2.83,51.088,51.706,9,2,dh,2.852,60.152,60.9,15,r,10.003,29.257,30.081,4,dh,3.213,27.247,27.799,4,r,29.475,29.475,30.372,1,r,2.941,29.013,29.554,6,13690809,l,r
30,2019-01-13 05:00:09,2019-01-13 05:11:13,0,99.190.112.31,100,663,1,2019-01-13 05:11:13,R_2zP8jgcrg7dsZQU,,,,,34.25830078125,-118.591400146484375,anonymous,EN,1,1,67,3,4,2,5,1,4,4,5,1,4,5,5,1,5,2,4,4,5,1,2,4,4,3,1,5,4,4,1,5,2,4,4,5,5,4,3,4,1,5,2,4,2,4,1,2,28.641,182.378,183.616,44,r,7.47,110.764,112.317,4,ch,9.046,80.875,82.51,4,2,r,3.93,63.076,83.281,3,r,54.493,54.493,58.693,1,r,30.548,30.548,31.944,1,dh,23.7,23.7,25.082,1,dh,13.384,13.384,14.669,1,14748480,l,r
31,2019-01-13 05:01:03,2019-01-13 05:12:32,0,173.254.194.196,100,689,1,2019-01-13 05:12:32,R_3QPHz5Z8MxeMEMT,,,,,34.0493927001953125,-118.26409912109375,anonymous,EN,1,1,28,6,1,2,5,1,5,4,5,2,5,5,5,4,5,5,5,5,5,3,4,5,5,5,1,5,4,3,1,5,1,5,1,5,5,5,4,5,1,5,5,5,1,5,1,5,3.109,164.923,166.069,131,r,32.475,57.454,58.457,4,r,16.769,20.536,21.943,6,2,r,7.516,67.615,68.277,13,ch,24.2,35.899,36.515,3,r,20.546,21.096,21.674,3,r,21.891,30,31.017,4,r,1.208,25.96,27.112,10,37208164,l,r
32,2019-01-13 05:01:28,2019-01-13 05:14:35,0,66.169.138.220,100,786,1,2019-01-13 05:14:35,R_3ENkq5MQAbufOcE,,,,,32.6526031494140625,-97.37580108642578125,anonymous,EN,1,1,53,1,5,4,4,1,3,3,5,4,5,5,2,1,4,2,4,3,1,4,3,4,2,3,3,5,2,3,3,4,2,3,2,4,4,5,5,4,4,3,1,4,4,4,3,1,6.578,397.983,398.844,69,r,15.219,51.968,54.092,3,ch,25.966,55.758,57.344,3,2,dh,14.932,36.901,38.713,4,ch,20.351,60.408,61.934,3,dh,8.661,26.4,27.983,2,dh,3.478,26.923,28.854,4,dh,6.422,23.67,25.326,2,16783744,l,r
33,2019-01-13 05:01:01,2019-01-13 05:15:18,0,32.217.36.94,100,857,1,2019-01-13 05:15:19,R_29voA2iPCR4TNgH,,,,,41.5569000244140625,-72.66519927978515625,anonymous,EN,1,1,62,5,4,2,5,1,5,4,3,2,4,5,4,1,5,4,5,3,4,2,4,5,4,4,2,4,5,4,4,5,2,5,3,2,4,4,2,3,4,4,2,5,1,2,2,5,7.988,211.63,215.514,44,r,78.195,78.195,103.625,1,ch,55.434,55.434,69.696,1,2,dh,88.869,88.869,93.74,1,r,80.726,80.726,84.797,1,dh,65.893,65.893,67.776,1,r,67.895,67.895,71.179,1,r,59.606,59.606,62.024,1,63646324,l,r
34,2019-01-13 05:00:55,2019-01-13 05:17:51,0,75.133.63.192,100,1016,1,2019-01-13 05:17:52,R_2yayq8bwVKmD5nu,,,,,43.5821075439453125,-83.8780975341796875,anonymous,EN,1,2,48,3,4,4,5,4,5,4,4,5,2,5,3,4,4,4,4,3,5,5,5,5,4,4,5,5,5,3,4,4,5,5,4,4,5,4,4,3,4,4,4,4,1,4,5,4,3.144,531.628,532.898,49,r,84.585,84.585,87.001,1,r,71.475,71.475,73.399,1,2,dh,120.09,120.09,121.683,1,r,24.861,24.861,26.521,1,r,26.202,26.202,27.916,1,dh,70.001,70.001,73.662,1,r,22.632,22.632,24.469,1,69060073,l,r
35,2019-01-13 05:11:01,2019-01-13 05:18:48,0,104.186.234.163,100,466,1,2019-01-13 05:18:48,R_1jHaYGsZK6xgIOY,,,,,36.0334014892578125,-79.86260223388671875,anonymous,EN,1,1,52,7,3,1,5,4,3,5,5,1,4,4,3,1,5,3,3,3,4,1,3,3,5,2,3,4,3,2,2,4,3,3,4,5,5,4,4,2,1,5,3,3,3,4,1,3,49.572,180.43,181.884,57,r,18.639,21.685,26.371,3,r,20.933,20.933,28.53,1,2,dh,69.931,70.669,72.112,2,r,22.709,24.978,26.327,3,dh,18.177,19.307,30.571,2,dh,31.877,35.131,36.51,4,r,16.158,17.353,18.237,2,96240642,l,r
36,2019-01-13 05:11:00,2019-01-13 05:25:52,0,76.222.214.144,100,891,1,2019-01-13 05:25:52,R_1OUoeMbNJ2CDDUB,,,,,42.1793975830078125,-87.80590057373046875,anonymous,EN,1,2,66,3,2,2,5,4,5,5,4,2,2,4,2,2,4,3,4,2,4,3,2,5,4,2,3,3,4,1,2,5,3,4,4,4,3,4,3,1,1,3,3,3,2,4,2,4,46.279,186.982,188.836,47,r,16.042,84.267,104.546,5,r,39.533,43.9,54.139,2,2,dh,26.067,67.221,69.373,2,r,26.002,70.002,71.426,4,dh,87.571,202.311,204.039,4,r,15.389,48.292,49.503,4,r,6.802,56.3,57.926,3,19846583,l,r
37,2019-01-13 05:00:48,2019-01-13 05:29:11,0,75.140.95.34,100,1703,1,2019-01-13 05:29:12,R_2ClAAu1N7ycEqoo,,,,,34.1468048095703125,-118.13909912109375,anonymous,EN,1,2,46,3,5,4,5,1,4,4,5,1,5,2,4,2,5,2,5,2,5,1,1,3,5,5,3,5,1,5,1,5,1,2,4,5,5,5,5,5,1,5,5,2,5,4,1,1,57.364,421.752,439.731,52,r,148.278,148.278,156.331,1,r,195.922,195.922,197.385,1,2,r,41.431,41.431,42.679,1,r,250.174,250.174,251.721,1,dh,154.178,155.026,156.842,2,dh,111.774,111.774,112.755,1,r,78.817,78.817,80.153,1,85219279,l,r
