Q19.2_Page Submit,QID90,response_time,Timing - Page Submit,"{""ImportId"":""QID91_PAGE_SUBMIT""}",3.579,8.288,13.126,9.54,5.896,11.173,11.878,13.246,12.781,4.841,10.839,11.861,18.938,13.232,14.042,16.683,8.362,7.414,3.544,15.106,17.765,26.213,13.133,37.961,11.316,18.397,19.465,7.887,10.479,8.491
Q79#1_1,QID79#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID79#1_1""}",3,3,,,,3,,3,2,5,1,4,,3,3,3,,2,4,2,1,1,1,,,,,1,1,1
Q79#2_1,QID79#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID79#2_1""}",2,3,,,,3,,3,2,1,1,3,,3,3,2,,4,3,3,2,5,2,,,,,1,2,5
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID80#1_1""}",3,2,1,3,1,5,3,1,1,5,1,4,4,5,4,2,4,4,2,3,2,4,2,1,2,4,4,4,3,1
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",1,3,1,1,1,3,3,1,1,4,2,4,5,5,5,3,3,4,4,2,1,3,3,1,3,4,2,4,3,1
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",3,2,1,3,1,3,2,1,1,1,2,4,3,5,3,1,4,4,2,2,1,3,4,1,2,3,3,3,2,1
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",1,2,1,1,1,3,2,1,1,4,2,5,3,4,3,2,4,4,1,2,1,2,3,1,2,4,3,4,2,1
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",2,3,1,1,1,3,2,1,1,4,5,3,5,5,2,1,4,4,4,3,1,2,4,1,2,4,2,3,3,1
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",5,2,1,3,3,1,2,1,1,3,2,5,4,3,3,1,3,4,3,3,1,2,3,3,3,1,1,3,2,3
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",1,3,1,3,1,1,2,3,1,3,2,4,2,3,3,2,3,4,4,3,1,3,3,2,3,4,3,4,1,1
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",4,3,1,1,1,1,2,1,1,4,2,3,3,3,3,1,3,2,1,2,1,2,3,1,3,3,2,4,1,1
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",2,2,1,1,1,1,2,1,1,4,2,4,3,3,3,2,3,3,1,3,1,2,3,1,3,4,1,4,1,1
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",5,3,1,3,3,3,2,3,3,4,2,4,3,5,4,3,4,4,5,3,2,3,3,2,4,5,4,3,4,3
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",5,3,1,4,3,1,3,3,2,5,4,4,5,5,4,3,4,4,2,3,1,2,3,1,4,5,2,3,5,3
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",3,4,1,1,3,3,3,3,2,1,1,4,4,5,5,3,3,3,5,4,3,3,4,1,4,4,2,4,4,3
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",5,4,1,3,3,1,3,3,3,1,4,4,3,5,3,4,3,4,1,4,1,3,3,3,5,4,3,3,4,3
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",5,4,1,3,3,3,3,3,3,1,3,4,4,4,4,3,5,4,3,4,2,3,3,3,4,4,4,3,3,3
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",5,4,1,3,3,3,3,3,3,1,3,5,3,4,3,4,5,4,3,4,2,4,3,1,5,5,3,4,4,3
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",2,3,1,4,3,3,3,3,3,1,1,4,5,4,4,4,5,4,3,3,2,4,3,3,5,5,1,4,4,3
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",4,3,1,5,3,5,3,2,4,1,1,4,5,5,3,2,4,4,3,4,2,4,4,3,3,3,2,4,4,3
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",4,2,1,4,3,5,3,2,4,1,1,3,4,5,4,3,5,4,3,3,1,4,4,1,3,4,2,3,4,3
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",4,4,1,3,3,3,3,1,3,1,1,4,5,4,4,3,5,4,5,4,3,4,3,3,4,3,1,4,3,3
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",4,3,1,4,3,5,2,1,3,1,1,3,3,4,3,2,4,4,5,3,3,3,4,1,4,4,2,4,5,3
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",5,4,1,5,3,3,3,3,3,1,4,4,4,5,5,2,4,4,3,2,3,1,4,3,3,3,3,4,2,3
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",4,4,1,3,5,5,3,5,4,1,5,4,3,5,3,3,3,3,4,2,3,3,3,3,3,4,2,3,2,3
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",5,4,1,4,5,5,3,5,4,1,5,4,3,5,3,4,4,4,2,4,3,3,3,3,3,5,1,4,3,3
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",5,2,1,2,1,3,2,1,2,1,1,2,3,3,4,2,3,2,1,3,3,3,3,3,2,2,4,4,2,3
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",1,4,1,3,1,4,2,1,1,2,1,2,1,1,3,2,2,2,1,2,2,2,3,1,3,3,2,3,1,1
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",1,3,1,1,1,3,2,1,1,3,2,2,1,1,2,3,3,2,1,3,1,3,2,1,3,3,1,3,1,1
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",3,3,1,3,1,3,2,1,1,1,2,3,3,1,2,1,3,2,2,1,1,3,3,1,2,3,2,2,1,1
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",2,4,1,1,1,3,2,1,1,4,2,2,2,2,1,2,2,2,3,2,1,2,3,1,2,3,2,2,1,1
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",1,4,1,1,1,3,2,1,1,2,4,2,1,1,2,1,3,2,1,2,1,2,2,1,2,2,1,2,1,1
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",2,3,1,3,3,1,2,1,1,1,2,4,1,2,2,1,3,3,4,3,1,2,3,3,3,1,1,3,2,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",3,3,1,3,1,1,2,3,1,1,2,3,1,2,2,2,3,3,3,2,1,3,3,2,3,4,3,3,1,1
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",5,4,1,1,1,1,2,1,1,1,2,2,2,1,3,1,2,4,3,3,1,2,3,1,3,2,2,4,2,1
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",2,3,1,1,1,1,2,1,1,1,2,2,1,1,1,2,3,4,1,2,1,2,3,1,3,3,1,4,2,1
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",2,2,1,3,3,3,2,3,3,1,2,4,2,2,2,3,4,3,1,2,2,3,3,2,4,5,4,3,2,3
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",2,4,1,4,3,1,3,3,2,1,4,3,4,3,1,3,3,4,3,2,3,2,3,1,4,5,2,2,1,3
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",1,4,1,1,3,3,3,3,2,1,1,3,3,2,4,3,3,4,3,3,3,3,2,1,4,4,1,2,2,3
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",4,4,1,3,3,1,3,3,3,1,4,3,3,2,3,4,3,4,4,4,1,3,3,3,5,3,3,3,3,3
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",3,3,1,3,3,3,3,3,3,1,2,3,3,3,2,3,3,4,3,4,2,3,3,3,4,4,4,3,3,3
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",4,4,1,3,3,3,3,3,3,1,2,3,3,3,2,4,2,4,2,4,2,4,3,1,5,5,3,4,3,3
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",2,4,1,4,3,3,3,3,3,1,1,3,4,3,1,4,3,4,3,4,2,4,3,3,5,5,1,2,2,3
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",5,4,1,4,3,5,3,2,3,1,1,4,2,2,1,3,3,4,5,3,2,4,2,3,4,4,2,3,2,3
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",5,3,1,4,3,5,3,2,3,1,1,4,3,3,3,4,3,4,1,3,3,4,2,1,4,4,1,2,2,3
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",4,4,1,3,3,3,3,1,3,1,1,4,2,2,1,3,3,4,1,2,3,4,3,3,4,4,1,4,2,3
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",4,3,1,4,3,5,2,1,3,1,1,3,1,3,2,3,3,4,5,3,3,3,2,1,4,4,2,3,3,3
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",4,3,1,4,3,3,3,3,3,1,4,3,3,2,1,3,3,4,3,3,4,1,3,3,3,4,2,3,2,3
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",4,4,1,3,5,5,3,5,4,1,5,3,3,2,3,3,2,4,2,3,3,3,2,3,3,3,2,3,2,3
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",3,3,1,4,5,5,3,5,4,1,5,4,3,3,4,4,2,4,1,4,3,3,2,3,3,5,1,3,2,3
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",1,2,1,2,1,3,2,1,2,1,1,3,2,3,3,2,3,2,4,3,3,3,3,3,2,2,4,3,2,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",5.846,132.729,102.15,134.366,93.74,180.975,111.648,119.969,132.622,131.417,123.925,74.074,271.82,235.469,69.961,194.263,107.34,68.608,10.394,283.916,230.409,273.647,159.624,346.293,114.982,154.36,252.342,97.37,167.807,78.015
Q108,QID108,,Which robot would you prefer?,"{""ImportId"":""QID108""}",5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5
Q109,QID109,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID109_TEXT""}",It gives better answers,It moved better and I liked its voice better,I really don't prefer either. I dislike both equally. Gross robots :(,"It seemed to give better answers, or at least closer answers to what I expected. ",I agreed with more of its answers.,Answers were closer to what I would choose.,just seems to be tuned in to my thinking lines better,"I found the responses for Red to be terse. The fewer words the robot uses, the less time it will waste.",It seemed to have the more logical responses overall. The choice just went along better with the activities or options a person would normally choose,I kinda gravitated towards blue. cause blue is my favorite color  and I just felt a better connection.,Seems to get more answers right i like the color.,"The Blue robot seemed more real, natural, and pleasant.","The blue robot seems more intelligent and efficient. I noticed in a few videos that the red robot had some jerky movements. As much as the thought of artificial intelligence freaks me out, I would prefer to have the robot that is efficient than the one that seems like it has a few screws loose (pun intended).",I liked his answers he gave. They were more logical than the red one.,It seems like blue has a more natural speech along with a better understanding of ideas and hierarchy or order,It ranked choices more closely to what I would have.,It seemed to use the best logic and to be the most friendly.,It's logical responses were more inline with what I would expect myself to choose.,I like the response from the red robots better than blue.,the ranking and seemed more natural,better logic,I had an eye movement that made it look more natural.,I think it was better able to analyze the information and its movements were not as robotic as the red robot.,"I narrowly agreed with the ordering of this robot more. However, I thought they were similarly annoying.","The general order of their suggestions made more sense to me, but not every single time.","I felt the red one was too analytical, and since I am the same way, it just seems that I would ""get along"" with the blue one more. It was a little more relaxed to me.",His train of thought seems to be more comprehensible than the red robot. His thought order seems to make more overall sense of categorization thus easier to follow. ,rpbot had more ease withe replies and seemed more natural.,The robot seems to listen to the statements well. He actions were not as fidgety as the red robot.,I prefer the color blue over red.
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",16186716,52322976,47803059,29970894,17150341,77304494,85661409,84695061,40629097,85996422,18306252,33058216,43025117,15138934,49466257,27678448,55130412,38602591,88651855,68718216,49332398,34976210,55829697,16799886,87584441,68792639,85347108,76799746,29084202,89127754
0,red_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,red_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
0,blue_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,blue_robot,deployment,rationality,,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational
