Q93#2_1,QID93#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID93#2_1""}",3,3,,3,1,3,3,1,2,,3,3,5,4,,,1,,,4,3,3,2,5,2,5,5,2,,4
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID94#1_1""}",1,3,2,3,1,4,3,3,3,2,5,2,5,4,2,2,1,3,1,3,4,3,2,2,2,3,1,2,4,2
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID94#1_2""}",1,4,2,2,1,4,3,2,2,2,4,2,1,4,4,4,1,2,1,3,4,4,2,3,1,3,2,2,2,2
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID94#1_3""}",1,3,3,1,1,3,4,3,3,3,4,1,2,2,2,3,1,3,4,4,1,4,2,3,1,3,1,2,4,3
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID94#1_4""}",1,3,2,2,1,5,3,3,1,1,4,2,3,3,2,4,1,2,1,3,2,3,2,3,5,2,1,2,4,2
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID94#1_5""}",1,4,1,1,1,4,2,4,1,2,3,1,4,3,3,4,1,2,1,3,3,3,2,1,1,1,3,2,3,2
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID94#1_6""}",1,4,3,2,1,4,4,4,4,3,5,1,3,2,2,4,1,2,3,3,4,3,2,4,1,2,2,2,4,3
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID94#1_7""}",1,4,2,2,1,4,2,3,3,3,3,2,2,3,3,4,2,3,1,3,4,4,2,3,3,2,4,2,4,2
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID94#1_8""}",1,3,1,1,1,4,3,3,1,1,3,1,5,3,3,4,1,2,1,3,3,4,2,3,1,1,2,2,3,2
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID94#1_9""}",1,3,1,1,1,4,3,4,2,1,4,2,5,3,2,4,1,2,1,3,2,2,2,3,1,1,1,2,2,2
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID94#1_10""}",1,3,3,3,1,5,5,4,3,2,4,2,3,3,3,3,3,3,4,3,5,4,2,5,4,4,4,4,5,2
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID94#1_11""}",1,3,3,4,1,5,4,3,2,3,4,2,2,4,3,4,4,3,4,4,4,3,2,4,4,3,5,4,2,4
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID94#1_12""}",1,4,2,4,1,4,4,3,2,2,5,3,3,4,3,4,2,3,3,4,4,4,3,5,3,3,3,4,4,3
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID94#1_13""}",1,4,3,4,1,5,3,4,3,3,4,3,5,4,4,4,3,3,3,4,5,4,3,5,3,4,5,3,4,4
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID94#1_14""}",1,4,3,3,1,4,3,4,3,3,5,2,5,4,3,3,3,3,3,2,4,4,3,5,3,4,4,3,3,4
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID94#1_15""}",1,4,3,4,1,4,4,4,3,3,5,3,5,4,3,4,3,3,3,3,4,3,4,5,3,4,4,4,3,4
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID94#1_16""}",1,4,3,3,1,5,5,3,3,4,5,3,4,4,3,4,3,3,3,3,4,3,3,5,3,4,4,4,3,4
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID94#1_17""}",1,4,3,3,1,5,4,3,2,3,4,2,5,5,2,4,3,2,4,3,4,3,3,4,3,3,4,4,4,4
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID94#1_18""}",1,3,4,3,1,5,4,4,3,3,5,2,4,4,3,3,2,2,3,4,4,4,3,5,3,3,4,4,4,4
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID94#1_19""}",1,4,3,3,1,4,5,4,3,3,5,3,5,4,2,4,3,3,3,4,4,3,3,5,3,3,5,5,3,4
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID94#1_20""}",1,4,3,3,1,4,5,3,3,4,4,2,5,4,3,3,2,3,3,3,1,4,3,4,3,5,4,4,4,4
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID94#1_21""}",1,4,4,3,1,3,5,3,4,3,4,3,4,4,2,3,2,2,3,3,3,4,3,5,3,3,3,4,4,4
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID94#1_22""}",1,4,2,4,3,4,5,4,4,4,4,4,5,4,3,4,4,3,5,4,5,4,3,4,3,5,5,5,5,4
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID94#1_23""}",1,3,2,5,5,4,5,4,5,4,4,4,5,4,4,5,4,4,5,4,5,3,3,4,4,5,5,5,5,4
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID94#1_24""}",1,3,3,2,1,2,2,4,1,3,3,2,2,4,3,3,3,3,2,2,1,4,3,3,3,1,1,1,2,2
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID94#2_1""}",5,3,2,3,1,3,3,4,3,3,3,2,5,5,4,4,1,3,3,4,3,2,2,5,2,3,5,2,4,3
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID94#2_2""}",5,3,2,2,1,3,3,3,2,3,2,2,1,5,3,3,1,2,1,4,3,2,2,4,2,3,4,2,4,3
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID94#2_3""}",5,4,3,1,1,4,4,3,3,3,3,1,2,4,4,3,1,3,4,4,1,3,2,4,1,3,1,2,4,3
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID94#2_4""}",5,3,2,2,1,3,3,4,1,2,2,2,3,5,4,2,1,2,1,3,2,4,2,4,5,2,1,2,4,2
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID94#2_5""}",5,3,2,1,1,3,2,4,1,2,2,1,2,4,4,2,1,2,2,3,4,2,2,1,1,1,2,2,3,2
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID94#2_6""}",5,3,3,2,1,3,4,3,4,3,5,1,3,5,2,3,1,2,3,3,4,3,2,4,1,2,2,2,4,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID94#2_7""}",5,4,2,2,1,3,2,4,3,3,3,2,4,4,3,3,2,2,1,3,4,2,2,3,3,2,3,2,4,4
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID94#2_8""}",5,4,1,1,1,4,3,4,1,1,1,1,1,5,3,3,1,2,1,3,3,3,2,3,1,1,2,2,4,2
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID94#2_9""}",5,3,1,1,1,4,3,3,2,1,3,2,3,4,3,2,1,2,1,3,2,3,2,3,1,1,2,2,4,3
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID94#2_10""}",5,4,3,3,1,3,5,3,3,2,2,2,4,4,4,3,4,3,4,4,4,3,2,5,4,4,4,4,5,4
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID94#2_11""}",5,3,3,4,1,4,4,4,2,4,4,2,4,4,5,4,4,3,4,4,4,2,2,4,4,3,5,4,4,4
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID94#2_12""}",5,3,4,3,1,4,4,4,2,4,3,3,5,5,4,3,2,3,3,4,3,3,2,5,3,4,3,4,5,4
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID94#2_13""}",5,4,3,4,1,4,3,3,3,3,3,3,5,5,4,4,3,3,3,4,5,2,2,5,3,4,5,3,5,4
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID94#2_14""}",5,3,3,3,1,4,3,3,3,3,5,2,5,4,5,3,3,3,3,2,4,2,2,5,3,4,4,3,4,4
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID94#2_15""}",5,4,3,4,1,3,4,4,3,3,5,3,5,5,4,4,3,3,3,3,4,4,4,5,3,4,4,4,4,4
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID94#2_16""}",5,3,3,3,1,3,5,3,3,4,5,3,5,5,4,4,3,3,3,3,4,4,3,5,3,4,4,4,4,4
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID94#2_17""}",5,3,3,3,1,4,5,3,3,4,3,3,5,5,5,4,3,4,4,4,4,3,3,5,4,3,5,5,3,4
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID94#2_18""}",5,3,4,3,1,4,5,4,3,3,3,3,4,4,5,4,2,4,3,4,4,1,3,5,4,3,5,5,3,4
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID94#2_19""}",5,4,3,3,1,3,5,4,3,3,4,3,3,4,5,4,3,3,3,4,4,2,3,5,3,3,5,5,3,4
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID94#2_20""}",5,4,3,3,1,3,5,3,3,4,3,3,4,4,4,4,2,4,3,3,1,3,3,5,3,4,5,5,4,4
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID94#2_21""}",5,4,4,3,1,3,5,4,4,3,3,3,3,5,4,4,2,3,3,3,3,2,3,5,3,3,4,5,3,4
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID94#2_22""}",5,3,3,4,3,4,5,4,4,4,1,4,3,5,4,4,4,4,5,4,5,4,3,4,3,5,5,5,5,4
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID94#2_23""}",5,3,4,5,5,4,5,3,5,4,2,4,4,4,4,5,4,4,5,4,5,3,3,4,4,5,5,5,5,4
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID94#2_24""}",5,2,3,2,1,4,2,3,1,3,3,2,2,4,2,3,3,3,2,2,1,3,3,3,3,1,1,1,2,2
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID95_PAGE_SUBMIT""}",62.554,82.584,121.867,149.201,69.014,73.478,174.387,74.769,181.838,140.601,222.186,166.732,156.95,290.315,197.173,225.656,154.852,152.606,177.211,268.598,177.073,55.169,79.558,151.753,89.772,170.949,169.895,576.234,133.413,111.942
Q75,QID109,,Which robot would you prefer?,"{""ImportId"":""QID109""}",4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,5,4,4,4,5,4,5,4,4
Q76,QID110,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID110_TEXT""}",It seemed to have a better understanding of what was going on.,I think it understands better,agreed with most of their responses.  Seemed 'calmer' than blue,It's answers were closer to mine although neither picked the choices in the order I would have.,less chatty,I tink that one was more like friends and people I have worked with. I feel more confrontable being around that one,For some reason this robot is more memorable to me. I think this robot was correct more often. ,BECAUSE THIS ROBOT FAIR THIS TASK,I prefer the red robot because I liked the way they ordered the lists better to a small degree. Maybe I'm biased because I like the color red more than the color blue. ,I liked this robot's answers more. This robot seemed more in tune with the situation. ,Blue seemed more accurate and less rigid. The blue robot answered the way I would. ,"To me there is very little difference between the two nor do I agree with either of their answers; however, I think the red bot had a more natural organization for the answers.",It seem like red would answer the questions more correct than the blue,Sound more human-like.,It seemed to have the same choices as myself,"I prefer the red robot as it seemed more logical and more rational (especially with questions 4, 5 and 6).   I thought that the blue robot had more emotions and more human-like features but it also felt as if the blue robot wasn't always making the most logical decisions (although I didn't necessarily agree with either robot for questions 1, 2 and 3).   Thus, I would prefer the red robot given the rational decision-making that I observed for questions 4, 5 and 6.",It ordered things more closely to how I would have,I think both were pretty mechanical but at least I thought Red was generally more precise and accurate.,The blue one was more robotic in it's movement and I didn't like that the Red one seemed almost friendly. I would prefer a robot to sound and look robotic than human-like. ,I believe that the red robot was simply more coherent in its reasoning than the blue robot was and so I would prefer the one that could at least somewhat mimic person-to-person interaction and not nonsensical conversating.,sounds less robotic,I like the color better they both seem similar otherwise,don't really have a preference,I prefer red because it seems like they know how to organize statements or phrases correctly. They have a more natural way of organizing the phrases like a human would.,I feel like it's a little more intelligent is a bit better comprehending certain things over the blue one.,"Blue seemed a little better when it came to people, while red seemed better on about situations. So for me the blue would be more of a people oriented robot and better to have around for casual things.",This robot had answer more like what I would have said,Based on it's answers it seems more interesting and I'd like to find out more about it's programming and why it ordered things as it did.,They both were good.  I think the red one was a little more irrational at times which I actually kind of liked.,"I liked the order that it ranked things, which usually started with ""x or x"" instead of just the one ""x"" statement."
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",35765272,30470821,10741664,15653063,11450400,42163469,80878075,88506671,91601145,49019344,10566273,21152342,38283973,25790719,65275473,96877671,26554381,30820501,82809830,40949642,69306750,59910979,95914327,74718682,40941763,56339237,46135795,70079049,64068547,47102355
0,red_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,red_robot,deployment,rationality,,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational
0,blue_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,blue_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
