Q19.2_Page Submit,QID90,response_time,Timing - Page Submit,"{""ImportId"":""QID91_PAGE_SUBMIT""}",15.978,10.034,10.204,9.413,7.727,6.559,15.72,8.918,19.873,13.671,15.014,13.875,4.471,12.457,12.333,16.249,9.088,11.697,17.675,5.71,5.053,5.757,15.824,7.625,9.136,12.499,18.667,10.411,7.909,15.141
Q79#1_1,QID79#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID79#1_1""}",2,1,4,1,5,3,4,2,1,,,,,2,2,,,3,2,2,3,,5,1,1,5,,1,5,4
Q79#2_1,QID79#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID79#2_1""}",2,1,2,5,4,3,3,4,5,,,,,4,2,,,3,4,2,3,,5,5,1,3,,5,5,3
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID80#1_1""}",2,1,4,3,4,3,4,2,1,1,1,3,2,2,2,1,2,1,5,2,3,3,5,2,5,4,3,3,1,4
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",2,1,4,3,2,1,4,2,3,1,1,2,2,3,2,1,2,1,2,1,1,3,2,1,1,5,3,3,1,3
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",3,1,4,4,3,3,4,2,4,1,3,2,3,2,4,2,1,1,3,1,2,4,2,3,1,4,4,2,1,2
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",3,1,4,3,3,1,4,2,3,1,5,2,2,2,2,1,1,2,2,1,1,2,5,3,5,4,3,4,1,5
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",2,1,3,2,4,1,3,2,2,1,3,2,2,2,2,1,2,2,2,1,1,3,1,1,1,5,2,3,1,4
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",3,1,4,4,2,1,4,2,3,1,4,3,3,3,3,1,3,3,3,1,1,3,4,3,1,5,3,3,4,3
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",4,1,4,3,4,3,4,2,3,1,2,2,3,2,3,2,3,3,3,2,2,4,4,3,2,4,3,3,4,4
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",1,1,3,3,4,1,4,2,2,1,5,3,2,2,2,1,2,1,2,1,1,4,1,2,1,5,2,3,1,3
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",1,1,3,3,3,1,4,2,3,1,1,3,2,2,2,1,2,2,2,1,1,3,1,2,1,3,3,4,1,4
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",5,5,3,4,3,4,4,2,4,1,5,3,4,4,4,3,4,2,3,2,3,3,4,1,3,3,3,3,5,3
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",5,1,4,3,2,4,4,2,5,3,5,2,4,3,4,3,4,2,3,2,3,3,2,4,3,5,4,4,5,3
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",5,2,4,3,3,3,4,3,3,3,5,2,2,4,3,2,4,2,3,1,3,2,3,3,5,3,5,3,3,4
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",5,3,4,3,5,3,4,3,4,3,4,2,4,4,3,3,3,3,3,3,3,4,5,5,3,5,4,3,3,4
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",5,3,4,3,5,3,4,3,3,3,4,3,4,4,4,3,3,2,2,3,3,3,5,5,3,5,4,4,3,3
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",5,3,4,3,5,3,4,3,4,3,4,2,4,3,4,3,4,2,3,3,3,3,5,5,3,5,3,4,3,4
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",5,3,4,3,1,3,4,3,3,3,4,3,4,4,4,3,4,2,3,3,3,4,5,5,3,4,4,4,3,3
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",5,5,4,4,4,2,4,2,3,2,5,2,3,3,3,2,4,2,3,1,4,3,2,2,4,2,3,3,3,3
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",5,5,4,2,4,2,4,2,3,2,4,3,3,4,3,2,5,2,2,1,4,4,2,4,4,2,4,3,1,3
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",5,3,4,3,3,3,4,2,3,3,4,2,4,4,4,3,4,3,3,3,3,3,3,4,5,2,3,2,1,3
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",5,3,4,4,4,2,4,2,3,3,4,4,3,3,3,3,4,3,3,2,3,3,1,3,4,1,4,4,1,3
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",5,3,4,3,5,3,4,2,4,2,3,4,4,3,3,2,4,2,2,1,3,3,1,2,5,4,3,4,1,4
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",4,4,4,3,4,3,4,3,5,3,4,2,4,3,3,3,5,1,3,4,4,4,3,3,1,2,4,3,5,4
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",5,5,4,3,3,5,4,3,5,3,2,2,4,4,4,3,5,4,3,4,4,3,5,5,5,5,3,3,5,3
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",1,3,3,3,4,1,2,3,3,1,1,3,3,2,2,3,1,2,3,2,3,3,2,2,1,2,3,3,3,3
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",2,1,2,3,3,3,3,3,5,1,1,3,4,4,2,5,3,2,4,2,3,3,5,5,5,3,5,3,1,3
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",2,1,2,3,2,1,3,3,3,1,1,4,4,4,2,4,3,1,4,1,1,4,2,5,1,4,4,4,1,4
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",3,3,3,4,3,3,4,3,4,1,3,3,3,4,4,4,4,1,4,1,1,4,2,4,1,3,4,4,5,2
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",3,3,3,3,2,1,4,3,3,1,5,3,2,3,2,4,2,2,3,1,2,3,5,5,5,3,4,3,1,3
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",3,2,3,2,3,1,3,3,2,1,3,4,2,4,2,1,2,2,3,1,2,3,1,5,1,2,3,3,1,4
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",3,1,4,4,2,1,4,3,3,1,4,5,3,4,3,1,3,3,4,1,1,4,4,4,1,3,3,3,1,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",4,2,4,3,2,3,4,3,3,1,2,5,3,3,3,2,3,3,4,2,2,2,4,4,2,2,4,2,1,4
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",1,1,2,3,1,1,4,3,2,1,5,4,2,3,2,1,4,1,3,1,1,3,1,4,1,3,2,3,1,3
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",1,1,2,3,4,1,4,3,3,1,1,4,2,3,2,1,3,2,3,1,1,3,1,4,1,2,4,3,1,2
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",5,5,3,4,3,4,4,3,4,1,5,4,4,5,4,3,3,3,4,2,3,4,4,5,3,2,3,3,5,3
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",5,3,4,3,2,4,4,3,5,1,5,4,4,5,4,3,4,3,4,3,2,3,1,5,3,3,4,3,5,4
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",5,2,4,3,3,3,3,4,3,3,5,4,4,5,4,2,4,2,3,4,3,2,3,5,5,3,5,3,4,3
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",5,3,4,3,5,3,3,4,4,3,4,5,4,5,3,3,4,4,4,3,3,3,5,5,3,4,4,3,4,4
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",5,3,4,3,5,3,3,4,3,3,4,4,4,5,4,3,4,3,3,3,3,4,5,5,3,4,4,5,4,3
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",5,3,4,3,5,3,3,4,4,3,4,4,4,5,4,3,5,2,4,3,3,4,5,5,3,4,3,3,4,4
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",5,3,4,3,4,3,3,4,3,3,4,4,4,5,4,3,5,3,4,3,3,3,5,5,3,3,4,3,4,3
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",5,5,3,4,3,3,4,4,4,2,5,5,4,5,4,4,3,3,4,4,4,4,2,5,5,4,4,5,4,4
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",5,5,3,2,2,3,4,4,3,2,4,4,4,5,4,3,3,2,4,4,4,3,2,4,5,5,4,4,4,4
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",5,3,3,3,3,3,4,4,3,3,4,4,4,5,4,3,3,3,3,3,3,3,3,4,5,5,3,4,4,3
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",5,3,3,4,3,3,4,4,4,3,4,5,4,5,4,4,3,3,4,4,3,3,1,5,5,5,4,4,4,4
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",5,3,3,3,5,3,4,4,4,2,3,5,4,5,4,3,2,2,3,4,2,4,1,4,5,5,3,5,4,4
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",4,4,3,3,3,3,3,3,5,3,4,4,4,5,3,3,5,1,4,4,3,3,3,5,1,3,4,4,5,3
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",5,5,3,3,2,5,3,3,5,3,4,4,4,5,4,3,5,4,4,4,3,4,4,5,5,3,4,3,5,4
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",1,3,2,3,2,1,2,3,3,1,1,4,3,2,2,3,1,2,3,2,3,2,3,4,1,1,3,3,3,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",95.393,73.174,70.866,150.033,70.889,53.536,94.266,141.338,178.156,87.5,135.526,114.89,104.448,285.512,219.82,259.219,128.581,209.786,309.357,90.81,116.526,699.364,194.239,131.837,134.818,350.499,244.227,169.83,83.691,134.467
Q110,QID110,,Which robot would you prefer?,"{""ImportId"":""QID110""}",5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4
Q111,QID111,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID111_TEXT""}","I just felt more comfortable interacting with the blue, and could see myself working along side this robot.",Seemed more personable.,i feel like they were moving well and answering the questions more correctly,It's choices seemed to be better,"I do not really like robots, but I liked the red one because it seemed more competent than the other robot.",It seems more smartly programmed.,The red robot sounded and moved more mechanically and certain. It made me feel like I could trust this robot more.,"I seemed to be a little more expressive, and sounded like it was putting thought into answers.  It also more accurately rated the answers in the way I anticipated.","I felt that the robot was right more often, although still occasionally being wrong like anyone, or anything else. I trusted it to make the right decision more.",I just think it did better overall in the tasks,more fluid in speech,JUst seemed more natural. Like they were trying to relate to you. That they considered the questions carefully. The blue seemed more machine like. I liked the red one. AT first I thought there is little difference between robots but after this exercise I can see how how one comes across as more friendly.  ,It seemed to be more intelligent overall.,The red robot appeared to behave in a more natural manner and answered questions in a more logical order. The red robot seemed to express itself better than the blue robot.,"I felt like the robots were basically the same in just about every way other than the fact that the red robot consistently (i.e. always) provided better and truer answers, so I think that is the better robot to be around.",This robot's answers made more sense to me.,It seems much more efficient and isn't that much 'colder' than the red one.,The choices it made for the order seemed more logical to me. ,Seems more considerate and lifelike.,It gave the correct answers.,"Honestly I don't prefer either. They're both mechanical, awkward, and neither had the right order/answer every time. Blue seemed to do a bit better, but not by much.",seemed to be more intelligent and act normally,Seemed to order the responses more to my liking,"I think this robot is programmed to recognize the order of events better than the blue one. It's not perfect, but it seems to understand that the last sentence as we see it shouldn't go in the middle. The blue robot always likes to put what should be last in the middle, while the red robot puts it either last OR first, so at least the red robot gets it right half the time. ",the red one was always right to me,"It's  alot more human like even if it's way more wrong, I think. ","The red robot seemed more calm and aware. It was pleasant and seems alert. Also, it sounds more human and nice.",I JUST FOUND HIM MORE FRIENDLIER.,I liked his ranking order.,He seemed to give the better answers even though blue seemed to be cooler
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",48809386,23291982,49031928,34434879,87946647,37540071,14023189,24813908,22782224,88482563,95143115,69162708,10877121,75270888,62074408,79018233,90860111,74807557,11968862,87190739,12828646,92835387,33673027,47155093,86239647,41141458,38935108,14867492,37194233,78948455
0,red_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,red_robot,deployment,rationality,,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational
0,blue_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,blue_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
