Q19.2_Page Submit,QID90,response_time,Timing - Page Submit,"{""ImportId"":""QID91_PAGE_SUBMIT""}",16.038,9.068,16.445,10.821,14.845,7.683,24.251,10.988,22.946,19.018,15.847,18.939,7.795,9.169,10.902,14.656,20.593,17.577,54.141,9.839,15.746,9.792,26.86,11.947,8.565,4.454,139.435,15.601,29.694,17.263
Q79#1_1,QID79#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID79#1_1""}",1,,1,2,1,2,,1,,2,,2,4,2,1,2,1,1,,2,1,3,,,5,3,,3,1,3
Q79#2_1,QID79#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID79#2_1""}",1,,5,2,5,2,,5,,2,,3,4,1,5,4,5,3,,5,5,3,,,5,3,,3,5,3
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID80#1_1""}",1,2,2,2,3,2,1,1,3,2,1,2,4,2,1,3,2,1,3,3,1,2,2,3,3,2,2,3,1,3
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID80#1_2""}",1,1,1,1,4,2,1,2,2,1,1,3,2,1,1,3,1,1,2,5,1,2,1,3,3,2,1,5,1,3
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID80#1_3""}",1,1,2,2,3,1,1,3,3,2,3,4,2,1,2,4,3,1,2,5,2,3,3,2,1,2,3,5,2,3
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_4""}",1,1,2,1,2,1,1,1,4,2,1,2,4,1,1,2,2,1,1,4,1,2,2,2,1,2,1,5,1,3
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#1_5""}",1,1,1,1,3,1,1,2,4,2,1,3,2,1,1,4,3,1,1,4,1,2,1,2,3,2,1,5,1,3
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID80#1_6""}",1,3,2,3,3,1,3,3,4,1,2,4,3,1,2,3,3,1,2,4,2,3,3,3,1,2,3,5,3,3
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID80#1_7""}",4,1,2,2,3,1,3,2,4,1,2,4,3,2,1,2,2,1,3,5,2,3,1,2,2,2,3,5,3,3
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID80#1_8""}",1,1,1,1,2,1,1,1,3,1,1,2,2,1,1,4,3,1,2,5,1,3,1,1,1,2,1,5,1,3
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID80#1_9""}",1,1,1,1,2,1,1,1,3,1,1,2,2,1,1,2,2,1,2,5,1,2,1,1,1,2,1,5,1,3
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID80#1_10""}",3,1,3,3,3,1,5,3,4,3,3,4,4,3,1,2,4,1,5,4,3,3,3,2,3,2,4,5,2,3
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID80#1_11""}",4,4,2,3,3,1,5,5,3,3,2,5,4,3,2,4,3,1,5,5,5,2,3,3,3,2,4,1,4,3
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID80#1_12""}",1,3,2,2,3,1,3,5,3,4,3,3,4,1,1,2,4,1,5,5,1,3,4,3,3,2,1,3,3,3
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID80#1_13""}",2,3,3,4,4,3,3,5,4,4,3,5,4,3,1,2,4,4,3,5,3,3,4,4,3,3,3,3,3,3
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID80#1_14""}",2,3,3,3,3,3,3,5,3,3,3,4,4,3,1,2,3,3,4,4,3,3,3,4,3,2,3,3,3,3
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#1_15""}",2,3,3,2,4,3,3,5,3,4,4,3,4,1,1,2,4,3,5,4,3,4,4,4,3,2,2,3,3,3
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID80#1_16""}",3,3,3,3,3,3,5,5,3,3,4,4,4,3,1,2,4,4,5,5,3,5,3,4,3,2,3,1,3,3
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID80#1_17""}",3,3,2,4,3,1,4,3,3,3,3,3,4,3,1,4,3,3,5,5,2,4,5,3,2,2,2,3,3,3
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#1_18""}",3,2,2,4,3,1,4,4,3,3,4,4,4,2,1,2,3,4,5,4,3,3,4,5,2,2,1,3,4,3
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID80#1_19""}",3,3,3,3,3,3,3,5,3,3,3,4,3,3,1,3,4,1,5,5,3,4,3,3,3,2,2,3,3,3
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#1_20""}",3,3,1,2,3,3,4,4,3,3,4,3,4,3,1,2,3,3,5,5,3,3,4,4,2,2,3,3,3,3
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID80#1_21""}",3,3,2,3,3,1,5,4,3,4,3,4,3,3,1,3,3,4,3,5,3,3,4,3,2,2,2,3,4,3
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID80#1_22""}",5,5,2,3,4,3,5,4,2,5,3,5,3,3,1,2,4,3,3,5,1,4,3,5,3,2,3,3,3,3
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID80#1_23""}",5,5,2,3,4,3,5,5,2,5,4,5,4,4,1,2,4,4,4,5,2,4,3,5,3,2,4,3,3,3
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID80#1_24""}",3,1,3,4,2,3,2,2,3,1,2,2,3,3,1,4,2,2,3,4,4,3,3,2,1,2,3,3,3,3
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID80#2_1""}",1,2,4,3,4,2,1,5,4,2,1,3,4,1,1,3,2,3,3,2,1,4,2,2,4,2,2,3,1,3
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID80#2_2""}",1,1,4,1,4,2,1,2,3,1,1,3,2,1,1,2,1,1,2,1,1,4,1,3,3,2,1,5,1,3
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID80#2_3""}",1,1,3,2,3,1,1,3,4,2,3,4,2,1,4,2,3,1,2,1,2,3,1,2,1,2,3,5,2,3
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_4""}",1,1,2,1,2,1,1,1,3,2,1,3,4,1,2,4,3,1,1,1,1,3,1,2,1,2,1,5,1,3
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID80#2_5""}",1,1,1,1,4,1,1,4,3,2,1,4,2,1,1,2,4,1,1,2,2,3,1,2,3,2,2,5,1,3
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID80#2_6""}",1,3,2,3,3,1,3,3,3,1,2,4,3,1,1,2,3,1,2,2,3,3,2,3,1,2,3,5,3,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID80#2_7""}",4,1,2,2,4,1,3,4,3,1,2,3,3,2,2,2,3,1,3,1,2,3,1,2,2,2,3,5,2,3
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID80#2_8""}",1,1,1,1,2,1,1,1,4,1,1,2,2,1,2,2,3,1,2,1,1,3,1,1,1,2,1,5,1,3
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID80#2_9""}",1,1,1,1,3,1,1,1,4,1,1,3,2,1,2,3,2,1,2,1,1,2,1,1,1,2,1,5,1,3
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID80#2_10""}",3,2,3,3,3,1,5,4,3,3,3,5,4,3,2,2,4,1,5,4,4,3,3,2,3,2,4,5,2,3
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID80#2_11""}",4,4,2,3,4,1,5,5,4,3,2,5,4,3,4,2,4,1,5,4,5,3,3,3,3,2,4,1,4,3
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID80#2_12""}",1,3,2,2,3,3,3,5,4,4,3,4,4,1,3,3,4,1,5,2,1,4,3,3,3,2,2,3,3,3
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID80#2_13""}",2,3,3,4,4,3,3,5,3,4,3,5,4,3,2,3,3,3,3,2,3,4,3,4,3,3,3,3,3,3
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID80#2_14""}",2,3,3,3,3,3,3,5,3,4,3,4,4,3,2,2,3,3,4,1,3,4,3,4,3,2,3,3,3,3
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID80#2_15""}",2,3,3,2,4,3,3,5,3,4,4,4,4,1,2,3,4,3,5,1,3,4,4,4,3,2,2,3,3,3
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID80#2_16""}",3,3,3,3,3,3,5,5,3,3,4,5,4,3,2,4,4,4,5,1,3,5,3,4,3,2,3,1,3,3
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID80#2_17""}",3,3,2,3,4,3,4,4,4,3,3,4,4,2,4,4,4,3,5,3,3,4,3,3,1,2,3,3,3,3
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID80#2_18""}",3,2,2,3,3,3,4,5,4,3,4,5,4,2,2,2,3,4,5,3,3,3,4,4,1,2,1,3,4,3
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID80#2_19""}",3,3,3,3,3,3,3,5,3,3,3,5,3,3,2,3,4,1,5,4,3,4,3,3,3,2,2,3,3,3
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID80#2_20""}",3,3,1,2,3,3,4,5,4,3,4,4,4,2,4,3,3,3,5,3,3,3,4,4,1,2,3,3,4,3
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID80#2_21""}",3,3,2,3,3,3,5,5,3,4,3,4,3,3,4,2,3,4,3,3,3,3,3,3,1,2,2,3,4,3
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID80#2_22""}",5,5,2,3,4,3,5,4,4,5,3,5,3,3,3,2,4,3,3,3,1,4,3,5,3,2,3,3,3,3
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID80#2_23""}",5,5,2,3,4,3,5,3,4,5,4,5,4,4,3,2,5,4,4,3,2,4,3,5,3,2,3,3,3,3
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID80#2_24""}",3,1,3,4,2,3,2,1,3,1,2,2,3,3,3,3,2,2,3,1,4,3,3,2,1,2,3,3,3,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID81_PAGE_SUBMIT""}",91.333,182.576,200.263,85.713,155.329,132.256,81.096,229.405,180.827,131.605,115.144,456.441,78.571,190.32,151.387,93.996,201.065,317.74,252.414,199.689,205.376,89.321,303.224,183.212,100.569,41.616,491.088,94.979,180.507,57.395
Q112,QID112,,Which robot would you prefer?,"{""ImportId"":""QID112""}",4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,5,4,5,4,4,5,5,5,5,4,4,4,4
Q113,QID113,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID113_TEXT""}","I think Red tends to analyze things more efficiently and put things in a more logical order than blue can. Even though sometimes, depending on the scenario, Blue's ranking did make more sense.",I think I agreed more with the answers of this robot,It's suggestions/rankings seemed to make more logical sense to me.,"It chose the term with ""or"" (which has a higher probability) sooner than the other robot. However, it still didn't get the questions exactly right. I focused mainly on their answers and not their manuerisms.","The only real reason is that the Red robot ordered the phrases in a more logical way.  As a secondary consideration, the Red robot's movements seemed smoother on average.",This robot stated the answers in a way I liked better.,I agreed with this robot's assessment more than red's.,I prefer this robot becasue it seems more intelligent and lively.,More fluid of movement - blue seemed more jerky.  Speech seemed less hesitant than blue.,I think it's analytical skills are better programmed but I did not see a big difference between them,It's answers seemed more logical to me. ,"I tended to agree with their answers most of the time. Because of this, they seemed more intelligent so I would prefer the red robot more. ",Seemed it was more accurate.,they ranked better some of the times. other then that i see no real difference in them ,It seemed to be more intuitive.,It had a better voice and way of talking and its answers made more sense than the blue ones.,"blue just seemed to be a bit more interactive, and  tad more lifelike in my opinion. And i preferred more of Blue's responses",its more robotic,"The red robot's way of stating the answers was a little more informal at times, and more enjoyable to listen to. ",The blue robot seems to be more competent and knows more information about things. It seems to process the information more reasonably.,it seemed to have the most logical answers consistently.,Seemed more friendly and used human language moreso than logical language. Seemed to annunciate more.,"There's not much of a difference between them really, but blue seemed to answer most of the questions a bit better than red, giving the impression that it was a bit smarter than red.  And blue looked like a better color for a robot :)",She got more of the answers right so seems she was listening a little more attentive. ,Gave better answers but both were bad,The were the same. They only differed in color. ,"The red robot seems to factor judgements in a more particular way, as to be consistent with the given information.   ",it seemed to have a more progressive response,Red seems most analytical and I am at a point of accepting robots for pure logic and information as opposed to personality or anything related to emotion.,GOT IT RIGHT MOST OF THE TIME IN MY OPINION
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",94813562,65494158,60036255,35944214,21264624,52297860,35240339,90733711,23809484,57260603,46675771,19318856,10038629,98684880,13757392,89159846,87296974,71665544,75713089,61625764,15990308,33948753,74590355,55270199,45577136,88412394,14673388,47600510,95266249,93341698
0,red_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,red_robot,deployment,rationality,,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational
0,blue_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,blue_robot,deployment,rationality,,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half,half
