Q19.2_Page Submit,QID108,response_time,Timing - Page Submit,"{""ImportId"":""QID109_PAGE_SUBMIT""}",4.174,8.854,7.879,11.056,16.329,13.543,30.383,16.251,34.04,20.82,3.638,4.315,22.01,4.007,8.26,9.285,15.49,51.315,26.654,16.296,24.296,4.894,20.488,26.478,12.439,3.123,19.349,50.668,14.909,35.321
Q99#1_1,QID99#1,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 1 - Fake - Natrual,"{""ImportId"":""QID99#1_1""}",2,2,1,1,3,1,,1,2,,3,3,,4,4,4,1,1,2,2,,,1,1,,2,1,,5,1
Q99#2_1,QID99#2,1,In the question below you will be asked about the two robots. In each question the left column re... - Click to write Column 2 - Fake - Natrual,"{""ImportId"":""QID99#2_1""}",3,3,3,5,4,5,,2,3,,4,3,,5,2,2,5,5,3,4,,,5,5,,3,5,,1,5
Q20.2#1_1,GODSPEED1,1,Please rate your impression of the robot on these scales: - blue robot - Fake - Natrual,"{""ImportId"":""QID100#1_1""}",2,4,1,2,3,5,4,1,2,3,3,5,1,3,4,4,5,3,2,2,2,2,3,2,3,2,5,4,4,1
Q20.2#1_2,GODSPEED1,2,Please rate your impression of the robot on these scales: - blue robot - Machinlike - Humnalike,"{""ImportId"":""QID100#1_2""}",2,3,1,2,3,3,3,2,2,4,2,3,1,3,2,1,1,3,3,2,1,1,1,4,1,2,4,5,2,4
Q20.2#1_3,GODSPEED1,3,Please rate your impression of the robot on these scales: - blue robot - Unconscious - Conscious,"{""ImportId"":""QID100#1_3""}",4,2,1,3,3,4,3,4,3,3,3,4,1,2,3,1,3,1,3,2,3,2,1,4,1,1,4,4,1,3
Q20.2#1_4,GODSPEED1,4,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID100#1_4""}",4,3,1,3,3,4,2,1,2,2,3,5,1,3,2,1,2,3,4,2,2,1,1,4,1,2,3,3,3,4
Q20.2#1_5,GODSPEED1,5,Please rate your impression of the robot on these scales: - blue robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID100#1_5""}",5,2,1,4,3,2,3,2,3,3,3,4,1,3,3,1,2,3,4,2,3,1,1,4,1,2,5,4,3,5
Q20.2#1_6,GODSPEED1,6,Please rate your impression of the robot on these scales: - blue robot - Dead - Alive,"{""ImportId"":""QID100#1_6""}",4,2,1,1,3,4,4,3,3,3,3,4,1,3,1,1,3,1,3,2,2,1,1,4,1,1,3,4,2,3
Q20.2#1_7,GODSPEED1,7,Please rate your impression of the robot on these scales: - blue robot - Stagnant - Lively,"{""ImportId"":""QID100#1_7""}",2,3,1,1,3,4,4,3,3,3,3,4,4,2,5,3,4,2,2,2,3,2,2,4,4,1,4,5,3,5
Q20.2#1_8,GODSPEED1,8,Please rate your impression of the robot on these scales: - blue robot - Mechanical - Organic,"{""ImportId"":""QID100#1_8""}",3,3,1,1,3,4,2,1,3,2,3,5,1,3,3,1,1,2,3,2,1,3,1,4,2,2,1,4,2,3
Q20.2#1_9,GODSPEED1,9,Please rate your impression of the robot on these scales: - blue robot - Artificial - Lifelike,"{""ImportId"":""QID100#1_9""}",4,2,1,3,3,4,2,2,2,2,2,4,1,3,3,2,2,3,4,2,1,4,1,3,2,3,3,4,2,2
Q20.2#1_10,GODSPEED1,10,Please rate your impression of the robot on these scales: - blue robot - Inert - Interactive,"{""ImportId"":""QID100#1_10""}",4,3,3,1,3,4,4,2,2,4,2,5,5,2,4,5,5,1,3,2,4,3,5,2,5,2,4,4,4,5
Q20.2#1_11,GODSPEED1,11,Please rate your impression of the robot on these scales: - blue robot - Apathetic - Responsive,"{""ImportId"":""QID100#1_11""}",3,4,3,2,3,5,3,4,2,4,3,5,4,3,2,5,4,2,3,2,4,5,5,5,5,1,3,5,3,3
Q20.2#1_12,GODSPEED1,12,Please rate your impression of the robot on these scales: - blue robot - Dislike - Like,"{""ImportId"":""QID100#1_12""}",2,3,1,3,3,5,3,5,3,4,2,4,3,3,3,3,2,1,3,2,3,2,3,3,5,3,4,4,5,4
Q20.2#1_13,GODSPEED1,13,Please rate your impression of the robot on these scales: - blue robot - Unfriendly - Friendly,"{""ImportId"":""QID100#1_13""}",4,4,3,5,3,4,3,5,3,4,3,5,5,3,4,4,1,1,2,2,3,4,4,5,5,2,3,4,4,3
Q20.2#1_14,GODSPEED1,14,Please rate your impression of the robot on these scales: - blue robot - Unkind - Kind,"{""ImportId"":""QID100#1_14""}",5,5,3,5,3,4,3,4,3,3,3,5,3,2,3,3,1,1,4,2,3,1,3,4,5,2,4,3,4,3
Q20.2#1_15,GODSPEED1,15,Please rate your impression of the robot on these scales: - blue robot - Unpleasant - Pleasant,"{""ImportId"":""QID100#1_15""}",4,4,3,5,3,5,4,4,3,4,2,4,4,3,2,4,1,1,4,2,2,3,4,4,5,2,4,3,4,4
Q20.2#1_16,GODSPEED1,16,Please rate your impression of the robot on these scales: - blue robot - Awful - Nice,"{""ImportId"":""QID100#1_16""}",5,3,3,5,3,4,4,5,4,4,3,4,4,3,5,3,2,1,4,2,3,2,5,4,5,2,3,4,5,2
Q20.2#1_17,GODSPEED1,17,Please rate your impression of the robot on these scales: - blue robot - Incompetent - Competent,"{""ImportId"":""QID100#1_17""}",4,3,1,4,3,4,4,4,3,4,3,4,2,2,1,3,4,1,4,1,4,2,3,5,3,1,4,3,4,5
Q20.2#1_18,GODSPEED1,18,Please rate your impression of the robot on these scales: - blue robot - Ignorant - Knowledgeable,"{""ImportId"":""QID100#1_18""}",3,2,1,3,3,4,4,4,3,4,2,4,3,3,2,2,4,1,4,1,4,3,4,5,3,3,4,3,4,3
Q20.2#1_19,GODSPEED1,19,Please rate your impression of the robot on these scales: - blue robot - Irresponsible - Responsible,"{""ImportId"":""QID100#1_19""}",2,4,2,3,3,4,2,5,3,4,3,4,2,3,2,3,3,1,5,3,3,2,4,4,3,1,3,3,3,5
Q20.2#1_20,GODSPEED1,20,Please rate your impression of the robot on these scales: - blue robot - Unintelligent - Intelligent,"{""ImportId"":""QID100#1_20""}",4,4,1,4,3,5,4,5,3,4,2,5,2,3,5,2,3,1,5,1,3,4,3,4,3,2,3,4,4,4
Q20.2#1_21,GODSPEED1,21,Please rate your impression of the robot on these scales: - blue robot - Foolish - Sensible,"{""ImportId"":""QID100#1_21""}",2,4,2,4,3,4,4,4,3,4,3,5,3,3,2,3,3,1,4,1,2,2,3,4,5,3,3,3,3,5
Q20.2#1_22,GODSPEED1,22,Please rate your impression of the robot on these scales: - blue robot - Anxious - Relaxed,"{""ImportId"":""QID100#1_22""}",5,5,5,5,3,4,4,5,3,4,3,5,4,3,4,5,1,1,4,3,5,3,5,5,3,3,4,3,4,2
Q20.2#1_23,GODSPEED1,23,Please rate your impression of the robot on these scales: - blue robot - Agitated - Calm,"{""ImportId"":""QID100#1_23""}",2,4,5,3,3,4,4,4,4,4,2,5,5,2,4,5,1,1,5,3,5,5,5,5,5,2,4,4,4,2
Q20.2#1_24,GODSPEED1,24,Please rate your impression of the robot on these scales: - blue robot - Quiescent - Surprised,"{""ImportId"":""QID100#1_24""}",4,3,1,3,3,3,2,3,3,3,3,4,1,3,5,3,5,1,3,3,1,3,1,3,3,3,2,3,3,4
Q20.2#2_1,GODSPEED2,1,Please rate your impression of the robot on these scales: - red robot - Fake - Natrual,"{""ImportId"":""QID100#2_1""}",5,3,1,3,4,4,2,2,3,5,4,3,1,4,2,2,2,5,4,3,2,3,4,3,3,2,2,2,3,4
Q20.2#2_2,GODSPEED2,2,Please rate your impression of the robot on these scales: - red robot - Machinlike - Humnalike,"{""ImportId"":""QID100#2_2""}",3,2,1,3,4,3,3,3,4,4,3,3,1,4,4,1,5,3,4,3,1,1,1,2,1,1,3,1,2,2
Q20.2#2_3,GODSPEED2,3,Please rate your impression of the robot on these scales: - red robot - Unconscious - Conscious,"{""ImportId"":""QID100#2_3""}",2,4,1,3,3,4,3,3,4,3,4,2,1,3,4,1,3,1,5,3,3,2,1,2,1,2,2,2,1,2
Q20.2#2_4,GODSPEED2,4,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID100#2_4""}",3,3,1,3,3,4,2,1,3,2,4,3,1,4,5,1,4,2,5,3,2,2,1,3,1,1,2,2,3,3
Q20.2#2_5,GODSPEED2,5,Please rate your impression of the robot on these scales: - red robot - Moving rigidly - Moving elegantly,"{""ImportId"":""QID100#2_5""}",5,1,1,3,3,2,3,1,4,3,3,1,1,4,4,1,5,4,4,4,3,3,1,4,1,2,2,3,3,1
Q20.2#2_6,GODSPEED2,6,Please rate your impression of the robot on these scales: - red robot - Dead - Alive,"{""ImportId"":""QID100#2_6""}",2,2,1,2,3,4,4,3,3,3,3,4,1,4,1,1,5,1,3,3,2,1,1,4,1,1,3,3,2,3
Q20.2#2_7,GODSPEED2,7,Please rate your impression of the robot on these scales: - red robot - Stagnant - Lively,"{""ImportId"":""QID100#2_7""}",5,3,1,4,3,4,4,2,4,3,4,4,4,3,5,3,2,3,4,3,3,4,3,4,4,3,3,2,3,2
Q20.2#2_8,GODSPEED2,8,Please rate your impression of the robot on these scales: - red robot - Mechanical - Organic,"{""ImportId"":""QID100#2_8""}",4,2,1,3,3,3,2,1,3,2,4,5,1,4,2,1,4,2,4,3,1,3,1,4,2,3,1,3,2,3
Q20.2#2_9,GODSPEED2,9,Please rate your impression of the robot on these scales: - red robot - Artificial - Lifelike,"{""ImportId"":""QID100#2_9""}",5,4,1,3,3,3,2,1,2,2,4,3,1,3,3,2,5,1,5,3,1,2,1,3,2,3,2,2,2,2
Q20.2#2_10,GODSPEED2,10,Please rate your impression of the robot on these scales: - red robot - Inert - Interactive,"{""ImportId"":""QID100#2_10""}",3,4,3,3,3,4,3,2,3,4,3,5,5,4,4,5,3,5,3,4,4,4,5,2,5,3,4,3,3,4
Q20.2#2_11,GODSPEED2,11,Please rate your impression of the robot on these scales: - red robot - Apathetic - Responsive,"{""ImportId"":""QID100#2_11""}",3,3,3,3,3,5,4,3,3,4,3,5,4,4,3,5,2,4,4,4,4,3,5,5,5,2,4,2,3,5
Q20.2#2_12,GODSPEED2,12,Please rate your impression of the robot on these scales: - red robot - Dislike - Like,"{""ImportId"":""QID100#2_12""}",5,2,1,3,3,3,3,5,3,5,4,3,3,4,4,3,5,5,5,4,3,5,3,4,5,3,2,3,5,3
Q20.2#2_13,GODSPEED2,13,Please rate your impression of the robot on these scales: - red robot - Unfriendly - Friendly,"{""ImportId"":""QID100#2_13""}",5,3,3,5,3,4,4,3,4,4,3,5,5,3,3,4,5,5,4,4,3,2,4,5,5,3,2,3,4,3
Q20.2#2_14,GODSPEED2,14,Please rate your impression of the robot on these scales: - red robot - Unkind - Kind,"{""ImportId"":""QID100#2_14""}",2,3,3,5,3,3,4,4,3,3,4,5,3,4,3,3,5,5,4,4,3,4,3,4,5,3,3,3,4,5
Q20.2#2_15,GODSPEED2,15,Please rate your impression of the robot on these scales: - red robot - Unpleasant - Pleasant,"{""ImportId"":""QID100#2_15""}",2,4,3,5,3,4,4,3,3,4,3,3,4,4,4,4,5,5,4,4,2,3,4,4,5,2,2,3,4,4
Q20.2#2_16,GODSPEED2,16,Please rate your impression of the robot on these scales: - red robot - Awful - Nice,"{""ImportId"":""QID100#2_16""}",5,3,3,5,3,4,4,5,4,4,4,4,4,4,5,3,5,5,4,4,3,3,5,4,5,3,3,3,5,2
Q20.2#2_17,GODSPEED2,17,Please rate your impression of the robot on these scales: - red robot - Incompetent - Competent,"{""ImportId"":""QID100#2_17""}",2,5,1,4,3,4,3,3,3,4,4,3,4,3,3,3,4,5,5,4,4,4,3,5,3,1,3,4,4,3
Q20.2#2_18,GODSPEED2,18,Please rate your impression of the robot on these scales: - red robot - Ignorant - Knowledgeable,"{""ImportId"":""QID100#2_18""}",5,4,1,3,3,4,3,3,4,4,4,2,3,4,5,2,5,3,5,4,4,4,4,5,3,2,3,4,3,4
Q20.2#2_19,GODSPEED2,19,Please rate your impression of the robot on these scales: - red robot - Irresponsible - Responsible,"{""ImportId"":""QID100#2_19""}",3,4,2,3,3,4,2,4,3,4,3,4,4,4,4,3,3,3,5,4,3,2,4,5,3,2,3,4,3,2
Q20.2#2_20,GODSPEED2,20,Please rate your impression of the robot on these scales: - red robot - Unintelligent - Intelligent,"{""ImportId"":""QID100#2_20""}",2,4,1,4,3,3,3,3,3,4,3,2,4,3,3,2,3,4,5,4,3,4,3,5,3,3,3,4,4,3
Q20.2#2_21,GODSPEED2,21,Please rate your impression of the robot on these scales: - red robot - Foolish - Sensible,"{""ImportId"":""QID100#2_21""}",5,3,2,4,3,3,3,4,3,4,4,2,3,4,4,3,3,3,5,4,2,3,3,4,5,2,3,3,3,2
Q20.2#2_22,GODSPEED2,22,Please rate your impression of the robot on these scales: - red robot - Anxious - Relaxed,"{""ImportId"":""QID100#2_22""}",5,2,5,5,3,4,2,4,3,4,4,3,4,3,5,4,5,2,5,4,5,5,5,5,3,2,3,4,5,5
Q20.2#2_23,GODSPEED2,23,Please rate your impression of the robot on these scales: - red robot - Agitated - Calm,"{""ImportId"":""QID100#2_23""}",2,3,5,3,3,4,2,5,4,4,3,5,5,4,4,4,5,5,5,4,5,3,5,5,5,2,4,4,4,5
Q20.2#2_24,GODSPEED2,24,Please rate your impression of the robot on these scales: - red robot - Quiescent - Surprised,"{""ImportId"":""QID100#2_24""}",2,2,1,3,3,3,2,2,3,3,4,5,1,4,3,3,2,1,3,3,1,4,1,3,3,3,2,3,3,3
Q20.3_Page Submit,GODSPEED2,response_time,Timing - Page Submit,"{""ImportId"":""QID101_PAGE_SUBMIT""}",27.032,67.183,70.751,107.71,142.741,166.356,176.736,289.964,177.687,304.927,36.368,71.548,230.091,40.897,84.591,182.411,123.661,982.765,346.761,116.96,239.505,53.593,241.297,175.975,119.285,45.217,243.325,361.889,114.233,177.063
Q110,QID110,,Which robot would you prefer?,"{""ImportId"":""QID110""}",5,4,5,5,4,5,4,4,5,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,4,4,5,5,4,5
Q111,QID111,"TEXT""}",Why do you prefer this robot?,"{""ImportId"":""QID111_TEXT""}",Made me laugh ,It seemed to be more emotional and interpreted things a bit a better. I think I could connect with the Red one more and she would be quick to understand the real me.,The blue robot's responses seemed to more often follow the prompting of the human agent.,It seemed more straight to the point and I think I agreed with it more overall. ,because of the way it sorted options,It seemed more natural.,"The red robot seems to think more logically and it makes it more predictable and more likely to make decisions that make sense. The blue robot appears to be less predictable and uses ""feeling"" when making decisions.","This robust seemed more lively and natural, compared to the blue robot.","The answers that it gave were more consistent with the way I would answer. the movements were a bit smoother with the blue robot than the red robot, especially in the earlier videos.",The red robot seemed to use language better.  The red robot seemed more approachable because it seemed “friendlier”.,Red Robot is smarter and more attentive ,I felt like their answers made more sense.,Red performed better.,Red Robot is smarter in my opinion ,I liked him because he was more reliable it seemed and had more conversation.,"I was just able to connect to that one a bit more do to its voice, mannerisms and answers. I cant put my finger on it, but something about the movements of the red one were more off-putting to me. The way it moved were a little bit more unnatural to me.
.",it just seems friendlier and easier to get along with. red seems angry all the time,"I felt this robot was more friendlier,  relaxed and more life like",Because this robot sounds more natural and more intelligent when speaking,"It got the hard questions right, which I think is more important. I agree with red a lot, but those questions could be interpreted in many ways so both answers could be right.",I really see no difference between them other than their color. I like the color blue better because it is less blatant. ,I think it made better conclusions.,I seemed to agree with the way it ordered things more.,The red robot seemed to follow the instructions for ranking better than the blue one.,The way it ordered the responses. ,just a feeling,"I'm not 100% sure. I think it may be because of the color. I mean, I could just be biased. But, it seems to me that the blue robot was smoother in its movements. The red robot was jerky. It just seemed less natural.",Seems to have had a bit more personality.,"I am really not sure.  The red robots mannerisms just seemed more closely attuned to my sensibilities, maybe.  I actually like them both, and awful lot.",Its has a more sensible when compared with other Red robot  
survey_code,survey,"code""}",survey_code,"{""ImportId"":""survey_code""}",48536580,71323728,36758871,22461851,91869432,67147083,44446845,13849534,35980460,65151005,11239647,83902759,21894479,42751055,45483357,81494666,20359636,90854007,26301031,98674943,59321726,69206941,62654967,84844777,68642608,52011112,53491726,11495975,92268335,55760407
0,red_robot,deployment,side,,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left
0,red_robot,deployment,rationality,,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational,rational
0,blue_robot,deployment,side,,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right
0,blue_robot,deployment,rationality,,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational,irrational
